Time,Date,Year,Month,DoY,HoD,netShortWave,netLongWave,availableEnergy,airTemp,gradientTemp,windSpeed,vaporPressureDeficit,precipitation,green,plantHeight,soilCO2Flux0,soilCO2Flux1,soilWaterContent,soilWaterPotential
2021-04-06 00:30:00,2021-04-06,2021,4,96,0,0.0,-21.3,-4.95,7.6,1.9,1.23,0.07,0.0,,0.13,,,0.065,
2021-04-06 01:30:00,2021-04-06,2021,4,96,1,0.0,-18.0,-0.93,7.4,1.8,1.23,0.09,0.0,,0.13,,,0.065,
2021-04-06 02:30:00,2021-04-06,2021,4,96,2,0.0,-14.3,2.11,7.2,1.9,1.53,0.09,0.0,,0.13,,,0.065,
2021-04-06 03:30:00,2021-04-06,2021,4,96,3,0.0,-13.5,2.37,7.1,1.9,1.33,0.08,0.0,,0.13,,,0.065,
2021-04-06 04:30:00,2021-04-06,2021,4,96,4,0.0,-14.9,0.43,7.1,1.8,0.89,0.08,0.0,,0.13,,,0.065,
2021-04-06 05:30:00,2021-04-06,2021,4,96,5,0.78,-16.7,-0.8,6.9,1.8,0.97,0.07,0.0,,0.13,,,0.065,
2021-04-06 06:30:00,2021-04-06,2021,4,96,6,23.37,-16.5,20.72,7.0,2.4,1.2,0.07,0.0,,0.13,,,0.065,
2021-04-06 07:30:00,2021-04-06,2021,4,96,7,74.74,-25.5,57.78,7.2,4.2,1.31,0.06,0.0,,0.13,,,0.065,
2021-04-06 08:30:00,2021-04-06,2021,4,96,8,177.23,-47.6,129.09,7.5,7.5,1.43,0.06,0.0,,0.13,,,0.065,
2021-04-06 09:30:00,2021-04-06,2021,4,96,9,438.4,-125.2,292.7,9.2,13.9,1.8,0.14,0.0,,0.13,,,0.065,
2021-04-06 10:30:00,2021-04-06,2021,4,96,10,651.4,-192.0,402.09,11.1,19.6,1.99,0.3,0.0,,0.13,,,0.065,
2021-04-06 11:30:00,2021-04-06,2021,4,96,11,715.2,-223.7,406.09,11.7,22.6,2.51,0.35,0.0,,0.13,,,0.065,
2021-04-06 12:30:00,2021-04-06,2021,4,96,12,736.9,-234.6,412.21,12.4,24.2,2.2,0.39,0.0,,0.13,,,0.065,
2021-04-06 13:30:00,2021-04-06,2021,4,96,13,768.5,-162.9,579.32,12.2,12.4,2.59,0.38,0.0,,0.13,,,0.065,
2021-04-06 14:30:00,2021-04-06,2021,4,96,14,474.12,-161.8,311.6,11.4,11.5,1.81,0.32,0.0,,0.13,,4.25,0.066,
2021-04-06 15:30:00,2021-04-06,2021,4,96,15,62.3,-121.1,-4.74,11.1,5.4,1.99,0.31,0.0,,0.13,,4.77,0.068,
2021-04-06 16:30:00,2021-04-06,2021,4,96,16,38.72,-111.7,-1.41,9.5,4.5,1.56,0.21,0.0,,0.13,,4.54,0.08,
2021-04-06 17:30:00,2021-04-06,2021,4,96,17,18.71,-108.3,-21.52,9.0,3.6,0.82,0.17,0.0,,0.13,,4.67,0.094,
2021-04-06 18:30:00,2021-04-06,2021,4,96,18,3.72,-66.1,0.85,8.2,3.6,1.2,0.13,0.0,,0.13,,4.75,0.095,
2021-04-06 19:30:00,2021-04-06,2021,4,96,19,0.0,-27.9,29.13,7.7,3.8,1.73,0.09,0.0,,0.13,,4.38,0.095,
2021-04-06 20:30:00,2021-04-06,2021,4,96,20,0.0,-22.9,29.32,7.6,3.4,1.58,0.09,0.0,,0.13,,4.5,0.095,
2021-04-06 21:30:00,2021-04-06,2021,4,96,21,0.0,-21.0,25.03,7.5,3.2,1.52,0.08,0.0,,0.13,,4.35,0.095,
2021-04-06 22:30:00,2021-04-06,2021,4,96,22,0.0,-20.1,22.04,7.6,2.8,1.71,0.09,0.0,,0.13,,,0.095,
2021-04-06 23:30:00,2021-04-06,2021,4,96,23,0.0,-17.6,23.04,7.5,2.5,1.88,0.09,0.0,,0.13,,4.4,0.095,
2021-04-07 00:30:00,2021-04-07,2021,4,97,0,0.0,-17.8,21.64,7.1,2.5,1.89,0.09,0.0,,0.13,,4.33,0.095,
2021-04-07 01:30:00,2021-04-07,2021,4,97,1,0.0,-16.1,21.33,7.0,2.2,1.79,0.09,0.0,,0.13,,4.41,0.095,
2021-04-07 02:30:00,2021-04-07,2021,4,97,2,0.0,-15.6,19.96,7.0,2.0,1.82,0.09,0.0,,0.13,,4.66,0.095,
2021-04-07 03:30:00,2021-04-07,2021,4,97,3,0.0,-15.5,19.12,6.8,1.9,1.95,0.1,0.0,,0.13,,4.37,0.095,
2021-04-07 04:30:00,2021-04-07,2021,4,97,4,0.0,-14.7,18.63,6.8,1.6,2.02,0.11,0.0,,0.13,,4.37,0.095,
2021-04-07 05:30:00,2021-04-07,2021,4,97,5,0.8,-14.7,17.37,6.7,1.6,1.89,0.11,0.0,,0.13,,4.63,0.095,
2021-04-07 06:30:00,2021-04-07,2021,4,97,6,30.98,-21.5,36.66,6.7,1.9,1.7,0.11,0.0,,0.13,,4.58,0.095,
2021-04-07 07:30:00,2021-04-07,2021,4,97,7,134.07,-51.9,94.17,6.9,2.8,1.7,0.1,0.0,,0.13,,5.12,0.095,
2021-04-07 08:30:00,2021-04-07,2021,4,97,8,448.4,-106.3,307.6,8.6,5.6,1.97,0.15,0.0,,0.13,,5.24,0.095,
2021-04-07 09:30:00,2021-04-07,2021,4,97,9,630.22,-138.5,402.98,10.2,8.4,2.39,0.3,0.0,,0.13,,3.8,0.095,
2021-04-07 10:30:00,2021-04-07,2021,4,97,10,539.2,-117.8,329.55,10.9,8.9,2.47,0.39,0.0,,0.13,,3.65,0.095,
2021-04-07 11:30:00,2021-04-07,2021,4,97,11,842.3,-146.3,603.63,11.4,11.5,2.42,0.41,0.0,,0.13,,5.3,0.095,
2021-04-07 12:30:00,2021-04-07,2021,4,97,12,819.6,-153.8,572.24,11.8,11.7,3.24,0.43,0.0,,0.13,,5.3,0.094,
2021-04-07 13:30:00,2021-04-07,2021,4,97,13,720.2,-130.4,533.41,10.8,11.5,3.53,0.36,0.0,,0.13,,5.92,0.094,
2021-04-07 14:30:00,2021-04-07,2021,4,97,14,500.0,-146.2,315.89,11.2,9.5,3.03,0.4,0.0,,0.13,,6.04,0.094,
2021-04-07 15:30:00,2021-04-07,2021,4,97,15,52.34,-107.8,-13.52,11.3,2.5,2.49,0.43,0.0,,0.13,,6.0,0.094,
2021-04-07 16:30:00,2021-04-07,2021,4,97,16,27.02,-101.2,-10.39,10.3,1.2,2.09,0.37,0.0,,0.13,,5.4,0.094,
2021-04-07 17:30:00,2021-04-07,2021,4,97,17,17.6,-97.4,-17.79,9.5,0.7,1.96,0.3,0.0,,0.13,,5.68,0.093,
2021-04-07 18:30:00,2021-04-07,2021,4,97,18,3.34,-82.8,-16.18,8.1,0.9,2.14,0.19,0.0,,0.13,,5.57,0.094,
2021-04-07 19:30:00,2021-04-07,2021,4,97,19,0.0,-54.0,0.15,7.5,1.4,1.55,0.14,0.0,,0.13,,5.35,0.094,
2021-04-07 20:30:00,2021-04-07,2021,4,97,20,0.0,-60.4,-9.23,7.0,1.3,0.81,0.11,0.0,,0.13,,6.23,0.094,
2021-04-07 21:30:00,2021-04-07,2021,4,97,21,0.0,-44.1,-1.77,7.1,1.3,1.37,0.1,0.0,,0.13,,6.51,0.094,
2021-04-07 22:30:00,2021-04-07,2021,4,97,22,0.0,-20.1,17.59,7.0,1.6,1.28,0.09,0.0,,0.13,,5.83,0.094,
2021-04-07 23:30:00,2021-04-07,2021,4,97,23,0.0,-20.6,12.31,7.1,1.5,1.35,0.09,0.0,,0.13,,6.19,0.094,
2021-04-08 00:30:00,2021-04-08,2021,4,98,0,0.0,-20.9,10.39,6.8,1.6,1.71,0.08,0.0,,0.13,,5.95,0.094,
2021-04-08 01:30:00,2021-04-08,2021,4,98,1,0.0,-17.5,12.45,6.8,1.4,1.51,0.08,0.0,,0.13,,5.67,0.094,
2021-04-08 02:30:00,2021-04-08,2021,4,98,2,0.0,-16.2,11.53,6.7,1.5,1.08,0.07,0.0,,0.13,,6.0,0.094,
2021-04-08 03:30:00,2021-04-08,2021,4,98,3,0.0,-16.4,10.68,6.5,1.5,1.44,0.06,0.0,,0.13,,6.07,0.094,
2021-04-08 04:30:00,2021-04-08,2021,4,98,4,0.0,-32.6,-4.28,6.3,1.1,1.25,0.06,0.0,,0.13,,6.21,0.094,
2021-04-08 05:30:00,2021-04-08,2021,4,98,5,1.46,-37.7,-7.64,6.3,0.9,0.83,0.05,0.0,,0.13,,5.71,0.094,
2021-04-08 06:30:00,2021-04-08,2021,4,98,6,39.18,-38.4,24.63,6.4,1.2,1.02,0.04,0.0,,0.13,,6.3,0.094,
2021-04-08 07:30:00,2021-04-08,2021,4,98,7,165.63,-82.4,85.46,7.4,2.4,1.29,0.04,0.0,,0.13,,7.11,0.094,
2021-04-08 08:30:00,2021-04-08,2021,4,98,8,467.51,-120.1,291.1,10.1,4.9,1.49,0.21,0.0,,0.13,,6.34,0.094,
2021-04-08 09:30:00,2021-04-08,2021,4,98,9,620.8,-139.8,380.13,12.0,8.8,1.67,0.4,0.0,,0.13,,5.16,0.094,
2021-04-08 10:30:00,2021-04-08,2021,4,98,10,758.2,-157.8,471.44,13.0,10.0,1.98,0.51,0.0,,0.13,,2.96,0.094,
2021-04-08 11:30:00,2021-04-08,2021,4,98,11,839.2,-165.9,548.38,14.2,10.7,2.11,0.62,0.0,,0.13,,3.14,0.095,
2021-04-08 12:30:00,2021-04-08,2021,4,98,12,817.3,-167.3,544.18,14.5,11.0,2.41,0.66,0.0,,0.13,,4.9,0.096,
2021-04-08 13:30:00,2021-04-08,2021,4,98,13,778.7,-167.5,533.21,14.4,11.1,2.32,0.64,0.0,,0.13,,6.09,0.096,
2021-04-08 14:30:00,2021-04-08,2021,4,98,14,535.21,-164.0,308.24,14.3,9.8,2.19,0.65,0.0,,0.13,,6.95,0.095,
2021-04-08 15:30:00,2021-04-08,2021,4,98,15,82.55,-114.3,-6.81,14.5,2.7,1.27,0.71,0.0,,0.13,,5.83,0.095,
2021-04-08 16:30:00,2021-04-08,2021,4,98,16,36.88,-107.7,-25.64,14.3,0.5,0.92,0.71,0.0,,0.13,,6.59,0.095,
2021-04-08 17:30:00,2021-04-08,2021,4,98,17,19.76,-102.1,-28.09,13.2,-0.1,0.68,0.6,0.0,,0.13,,6.4,0.095,
2021-04-08 18:30:00,2021-04-08,2021,4,98,18,3.19,-96.7,-37.65,11.4,0.1,0.75,0.45,0.0,,0.13,,6.66,0.095,
2021-04-08 19:30:00,2021-04-08,2021,4,98,19,0.0,-93.6,-34.58,9.8,0.4,0.59,0.33,0.0,,0.13,,5.94,0.095,
2021-04-08 20:30:00,2021-04-08,2021,4,98,20,0.0,-87.8,-28.94,9.2,0.0,0.84,0.32,0.0,,0.13,,5.6,0.095,
2021-04-08 21:30:00,2021-04-08,2021,4,98,21,0.0,-81.8,-23.56,10.9,-2.3,1.02,0.53,0.0,,0.13,,5.33,0.095,
2021-04-08 22:30:00,2021-04-08,2021,4,98,22,0.0,-79.9,-26.07,10.3,-2.3,1.02,0.47,0.0,,0.13,,5.53,0.095,
2021-04-08 23:30:00,2021-04-08,2021,4,98,23,0.0,-79.0,-29.31,9.9,-2.4,1.03,0.45,0.0,,0.13,,5.78,0.095,
2021-04-09 00:30:00,2021-04-09,2021,4,99,0,0.0,-79.1,-32.03,9.4,-2.4,0.94,0.4,0.0,,0.13,,5.67,0.095,
2021-04-09 01:30:00,2021-04-09,2021,4,99,1,0.0,-78.6,-31.9,9.1,-2.5,1.03,0.4,0.0,,0.13,,5.82,0.095,
2021-04-09 02:30:00,2021-04-09,2021,4,99,2,0.0,-78.6,-35.22,7.8,-1.6,0.92,0.25,0.0,,0.13,,6.62,0.095,
2021-04-09 03:30:00,2021-04-09,2021,4,99,3,0.0,-70.4,-29.75,6.9,-1.0,0.69,0.14,0.0,,0.13,,5.87,0.095,
2021-04-09 04:30:00,2021-04-09,2021,4,99,4,0.0,-48.0,-8.93,6.4,-0.8,0.71,0.09,0.0,,0.13,,6.53,0.095,
2021-04-09 05:30:00,2021-04-09,2021,4,99,5,1.83,-43.2,-3.03,6.3,-0.9,0.83,0.09,0.0,,0.13,,5.65,0.095,
2021-04-09 06:30:00,2021-04-09,2021,4,99,6,55.05,-46.0,37.93,6.6,-0.4,0.57,0.08,0.0,,0.13,,6.48,0.095,
2021-04-09 07:30:00,2021-04-09,2021,4,99,7,212.95,-90.4,123.8,8.4,0.9,1.26,0.12,0.0,,0.13,,7.25,0.095,
2021-04-09 08:30:00,2021-04-09,2021,4,99,8,446.09,-103.7,289.58,8.9,4.9,2.31,0.18,0.0,,0.13,,6.42,0.095,
2021-04-09 09:30:00,2021-04-09,2021,4,99,9,627.25,-135.4,394.69,10.1,8.4,2.33,0.27,0.0,,0.13,,5.37,0.095,
2021-04-09 10:30:00,2021-04-09,2021,4,99,10,761.5,-151.7,488.3,12.1,10.1,2.25,0.44,0.0,,0.13,,4.61,0.095,
2021-04-09 11:30:00,2021-04-09,2021,4,99,11,833.5,-162.7,546.75,12.8,11.6,2.64,0.53,0.0,,0.13,,4.54,0.095,
2021-04-09 12:30:00,2021-04-09,2021,4,99,12,841.2,-169.5,563.89,13.4,12.0,2.6,0.59,0.0,,0.13,,6.07,0.094,
2021-04-09 13:30:00,2021-04-09,2021,4,99,13,783.5,-172.6,529.56,13.5,11.9,2.89,0.61,0.0,,0.13,,8.73,0.094,
2021-04-09 14:30:00,2021-04-09,2021,4,99,14,542.34,-167.2,312.81,13.0,10.7,2.57,0.56,0.0,,0.13,,8.76,0.094,
2021-04-09 15:30:00,2021-04-09,2021,4,99,15,49.63,-114.6,-33.18,12.6,2.6,2.55,0.52,0.0,,0.13,,7.71,0.094,
2021-04-09 16:30:00,2021-04-09,2021,4,99,16,30.2,-104.1,-17.44,11.7,1.1,1.95,0.45,0.0,,0.13,,6.73,0.093,
2021-04-09 17:30:00,2021-04-09,2021,4,99,17,19.56,-99.5,-23.1,10.6,0.7,1.69,0.35,0.0,,0.13,,6.99,0.094,
2021-04-09 18:30:00,2021-04-09,2021,4,99,18,4.03,-87.2,-21.78,8.8,0.8,2.15,0.24,0.0,,0.13,,6.69,0.093,
2021-04-09 19:30:00,2021-04-09,2021,4,99,19,0.0,-74.2,-16.48,7.5,1.3,1.26,0.16,0.0,,0.13,,6.69,0.093,
2021-04-09 20:30:00,2021-04-09,2021,4,99,20,0.0,-68.7,-16.33,7.1,1.2,1.08,0.12,0.0,,0.13,,6.71,0.093,
2021-04-09 21:30:00,2021-04-09,2021,4,99,21,0.0,-57.2,-8.35,6.7,1.3,1.15,0.09,0.0,,0.13,,6.84,0.093,
2021-04-09 22:30:00,2021-04-09,2021,4,99,22,0.0,-38.0,3.51,6.9,1.3,0.89,0.09,0.0,,0.13,,6.73,0.093,
2021-04-09 23:30:00,2021-04-09,2021,4,99,23,0.0,-34.8,3.99,6.6,1.3,1.07,0.08,0.0,,0.13,,6.9,0.093,
2021-04-10 00:30:00,2021-04-10,2021,4,100,0,0.0,-26.8,4.68,6.7,1.4,1.22,0.08,0.0,,0.13,,7.47,0.093,
2021-04-10 01:30:00,2021-04-10,2021,4,100,1,0.0,-25.5,6.34,6.5,1.3,0.77,0.07,0.0,,0.13,,6.79,0.093,
2021-04-10 02:30:00,2021-04-10,2021,4,100,2,0.0,-26.9,-0.62,6.6,1.3,0.73,0.07,0.0,,0.13,,8.19,0.094,
2021-04-10 03:30:00,2021-04-10,2021,4,100,3,0.0,-50.2,-20.52,6.3,0.7,0.56,0.07,0.0,,0.13,,7.93,0.093,
2021-04-10 04:30:00,2021-04-10,2021,4,100,4,0.0,-55.9,-21.46,5.8,0.4,0.59,0.06,0.0,,0.13,,7.33,0.093,
2021-04-10 05:30:00,2021-04-10,2021,4,100,5,1.69,-52.4,-10.4,5.3,-0.2,0.87,0.05,0.0,,0.13,,6.55,0.093,
2021-04-10 06:30:00,2021-04-10,2021,4,100,6,66.56,-48.1,54.22,5.4,0.1,0.79,0.03,0.0,,0.13,,6.12,0.093,
2021-04-10 07:30:00,2021-04-10,2021,4,100,7,238.46,-89.5,153.4,7.8,1.6,1.25,0.1,0.0,,0.13,,8.46,0.093,
2021-04-10 08:30:00,2021-04-10,2021,4,100,8,450.02,-109.7,283.37,9.7,4.9,1.93,0.31,0.0,,0.13,,7.26,0.093,
2021-04-10 09:30:00,2021-04-10,2021,4,100,9,627.8,-131.4,393.04,11.9,7.9,2.12,0.48,0.0,,0.13,,6.3,0.093,
2021-04-10 10:30:00,2021-04-10,2021,4,100,10,743.6,-147.8,471.97,13.4,10.0,1.96,0.59,0.0,,0.13,,5.25,0.093,
2021-04-10 11:30:00,2021-04-10,2021,4,100,11,814.1,-157.3,527.08,14.5,11.3,2.45,0.7,0.0,,0.13,,5.11,0.093,
2021-04-10 12:30:00,2021-04-10,2021,4,100,12,816.1,-163.2,534.74,14.9,12.3,2.26,0.73,0.0,,0.13,,6.96,0.093,
2021-04-10 13:30:00,2021-04-10,2021,4,100,13,747.1,-166.9,481.96,15.6,12.1,2.3,0.83,0.0,,0.13,,9.37,0.092,
2021-04-10 14:30:00,2021-04-10,2021,4,100,14,548.4,-166.4,297.68,16.3,10.4,1.65,0.93,0.0,,0.13,,9.42,0.092,
2021-04-10 15:30:00,2021-04-10,2021,4,100,15,45.9,-108.2,-51.49,17.6,0.4,1.26,1.17,0.0,,0.13,,9.56,0.092,
2021-04-10 16:30:00,2021-04-10,2021,4,100,16,27.87,-95.7,-26.4,17.7,-2.2,0.79,1.24,0.0,,0.13,,8.1,0.092,
2021-04-10 17:30:00,2021-04-10,2021,4,100,17,17.42,-97.2,-32.94,15.6,-2.0,0.69,0.94,0.0,,0.13,,8.01,0.092,
2021-04-10 18:30:00,2021-04-10,2021,4,100,18,2.83,-98.5,-41.22,13.0,-1.6,0.8,0.75,0.0,,0.13,,7.66,0.092,
2021-04-10 19:30:00,2021-04-10,2021,4,100,19,0.0,-94.4,-35.45,10.6,-0.9,0.74,0.5,0.0,,0.13,,6.5,0.092,
2021-04-10 20:30:00,2021-04-10,2021,4,100,20,0.0,-91.6,-33.35,9.3,-0.6,0.76,0.36,0.0,,0.13,,7.0,0.092,
2021-04-10 21:30:00,2021-04-10,2021,4,100,21,0.0,-87.9,-32.44,8.2,-0.3,0.74,0.25,0.0,,0.13,,6.56,0.091,
2021-04-10 22:30:00,2021-04-10,2021,4,100,22,0.0,-84.1,-31.49,8.8,-1.4,0.81,0.34,0.0,,0.13,,6.29,0.091,
2021-04-10 23:30:00,2021-04-10,2021,4,100,23,0.0,-81.6,-32.53,9.2,-2.2,0.82,0.39,0.0,,0.13,,6.59,0.092,
2021-04-11 00:30:00,2021-04-11,2021,4,101,0,0.0,-82.4,-36.18,7.5,-1.1,0.63,0.23,0.0,,0.13,,7.19,0.091,
2021-04-11 01:30:00,2021-04-11,2021,4,101,1,0.0,-79.2,-34.98,7.6,-1.4,0.82,0.2,0.0,,0.13,,6.8,0.092,
2021-04-11 02:30:00,2021-04-11,2021,4,101,2,0.0,-78.1,-36.49,7.9,-2.0,0.8,0.23,0.0,,0.13,,7.02,0.092,
2021-04-11 03:30:00,2021-04-11,2021,4,101,3,0.0,-65.8,-27.54,7.4,-1.5,0.88,0.17,0.0,,0.13,,6.68,0.092,
2021-04-11 04:30:00,2021-04-11,2021,4,101,4,0.0,-44.0,-10.37,6.5,-0.3,0.8,0.08,0.0,,0.13,,7.26,0.092,
2021-04-11 05:30:00,2021-04-11,2021,4,101,5,3.48,-24.0,3.11,6.6,0.4,0.95,0.05,0.0,,0.13,,7.6,0.092,
2021-04-11 06:30:00,2021-04-11,2021,4,101,6,73.46,-71.4,24.48,6.9,-0.1,0.77,0.04,0.0,,0.13,,7.35,0.092,
2021-04-11 07:30:00,2021-04-11,2021,4,101,7,254.92,-90.6,162.11,9.0,1.4,1.11,0.15,0.0,,0.13,,7.57,0.092,
2021-04-11 08:30:00,2021-04-11,2021,4,101,8,458.94,-114.8,278.41,10.8,5.4,1.76,0.28,0.0,,0.13,,7.08,0.092,
2021-04-11 09:30:00,2021-04-11,2021,4,101,9,610.2,-137.2,365.12,12.4,8.8,1.43,0.42,0.0,,0.13,,5.83,0.091,
2021-04-11 10:30:00,2021-04-11,2021,4,101,10,727.7,-153.7,438.05,14.2,11.3,1.92,0.6,0.0,,0.13,,5.0,0.091,
2021-04-11 11:30:00,2021-04-11,2021,4,101,11,810.6,-162.7,503.61,16.0,12.4,2.16,0.8,0.0,,0.13,,5.18,0.091,
2021-04-11 12:30:00,2021-04-11,2021,4,101,12,798.2,-168.2,498.24,17.6,12.6,2.33,0.99,0.0,,0.13,,6.99,0.091,
2021-04-11 13:30:00,2021-04-11,2021,4,101,13,714.0,-172.7,432.85,17.3,13.3,2.39,0.95,0.0,,0.13,,9.34,0.091,
2021-04-11 14:30:00,2021-04-11,2021,4,101,14,527.8,-170.9,271.0,16.4,12.2,2.21,0.88,0.0,,0.13,,8.66,0.09,
2021-04-11 15:30:00,2021-04-11,2021,4,101,15,58.32,-113.9,-42.9,15.7,3.1,1.45,0.89,0.0,,0.13,,7.66,0.09,
2021-04-11 16:30:00,2021-04-11,2021,4,101,16,29.54,-102.1,-28.03,15.0,0.7,1.0,0.88,0.0,,0.13,,7.24,0.09,
2021-04-11 17:30:00,2021-04-11,2021,4,101,17,21.74,-95.5,-25.05,13.5,0.5,0.54,0.64,0.0,,0.13,,6.6,0.09,
2021-04-11 18:30:00,2021-04-11,2021,4,101,18,6.09,-90.5,-36.95,11.3,1.1,0.5,0.4,0.0,,0.13,,7.51,0.09,
2021-04-11 19:30:00,2021-04-11,2021,4,101,19,0.0,-89.1,-34.68,9.1,1.3,0.6,0.24,0.0,,0.13,,7.05,0.09,
2021-04-11 20:30:00,2021-04-11,2021,4,101,20,0.0,-83.1,-24.84,7.7,1.5,0.67,0.15,0.0,,0.13,,6.47,0.09,
2021-04-11 21:30:00,2021-04-11,2021,4,101,21,0.0,-73.7,-19.73,7.1,1.3,0.61,0.11,0.0,,0.13,,5.97,0.09,
2021-04-11 22:30:00,2021-04-11,2021,4,101,22,0.0,-63.0,-9.83,7.0,0.8,0.61,0.11,0.0,,0.13,,6.31,0.09,
2021-04-11 23:30:00,2021-04-11,2021,4,101,23,0.0,-61.3,-10.57,7.1,0.2,0.6,0.12,0.0,,0.13,,5.85,0.09,
2021-04-12 00:30:00,2021-04-12,2021,4,102,0,0.0,-53.2,-5.8,6.9,0.1,0.57,0.09,0.0,,0.13,,6.52,0.09,
2021-04-12 01:30:00,2021-04-12,2021,4,102,1,0.0,-45.5,-1.22,7.0,-0.5,0.74,0.09,0.0,,0.13,,6.93,0.09,
2021-04-12 02:30:00,2021-04-12,2021,4,102,2,0.0,-27.3,14.24,6.6,0.2,0.73,0.08,0.0,,0.13,,6.26,0.09,
2021-04-12 03:30:00,2021-04-12,2021,4,102,3,0.0,-8.5,18.72,6.6,1.5,0.96,0.03,0.0,,0.13,,6.97,0.09,
2021-04-12 04:30:00,2021-04-12,2021,4,102,4,0.0,-10.2,12.13,6.7,1.5,0.64,0.02,0.0,,0.13,,7.08,0.09,
2021-04-12 05:30:00,2021-04-12,2021,4,102,5,3.72,-34.4,-4.22,6.6,0.4,0.59,0.03,0.0,,0.13,,6.59,0.09,
2021-04-12 06:30:00,2021-04-12,2021,4,102,6,88.47,-41.1,68.32,6.8,1.4,0.74,0.01,0.0,,0.13,,6.19,0.09,
2021-04-12 07:30:00,2021-04-12,2021,4,102,7,230.94,-93.4,133.58,8.6,2.4,1.08,0.04,0.0,,0.13,,6.78,0.09,
2021-04-12 08:30:00,2021-04-12,2021,4,102,8,435.09,-115.9,257.82,11.4,5.8,1.25,0.23,0.0,,0.13,,6.48,0.09,
2021-04-12 09:30:00,2021-04-12,2021,4,102,9,607.0,-143.7,352.08,13.9,9.3,1.43,0.47,0.0,,0.13,,5.92,0.09,
2021-04-12 10:30:00,2021-04-12,2021,4,102,10,710.2,-161.6,413.4,14.8,12.4,1.92,0.59,0.0,,0.13,,4.71,0.09,
2021-04-12 11:30:00,2021-04-12,2021,4,102,11,766.0,-177.4,444.14,15.8,14.9,1.68,0.67,0.0,,0.13,,4.44,0.089,
2021-04-12 12:30:00,2021-04-12,2021,4,102,12,764.0,-183.6,444.73,16.7,15.7,2.38,0.81,0.0,,0.13,,6.51,0.089,
2021-04-12 13:30:00,2021-04-12,2021,4,102,13,701.1,-187.7,400.44,16.6,16.4,2.13,0.8,0.0,,0.13,,8.15,0.089,
2021-04-12 14:30:00,2021-04-12,2021,4,102,14,502.3,-182.7,231.06,15.2,15.0,2.1,0.68,0.0,,0.13,,7.7,0.088,
2021-04-12 15:30:00,2021-04-12,2021,4,102,15,54.26,-123.7,-57.13,14.0,5.4,1.51,0.68,0.0,,0.13,,6.98,0.088,
2021-04-12 16:30:00,2021-04-12,2021,4,102,16,31.68,-109.6,-29.34,12.6,3.3,0.88,0.55,0.0,,0.13,,5.91,0.088,
2021-04-12 17:30:00,2021-04-12,2021,4,102,17,21.23,-103.0,-29.21,11.6,2.4,0.64,0.43,0.0,,0.13,,6.02,0.088,
2021-04-12 18:30:00,2021-04-12,2021,4,102,18,3.03,-97.1,-36.69,10.2,1.8,0.7,0.3,0.0,,0.13,,5.75,0.088,
2021-04-12 19:30:00,2021-04-12,2021,4,102,19,0.0,-85.8,-25.45,8.7,1.7,0.62,0.17,0.0,,0.13,,5.48,0.088,
2021-04-12 20:30:00,2021-04-12,2021,4,102,20,0.0,-41.5,12.09,8.1,2.5,0.54,0.08,0.0,,0.13,,5.54,0.088,
2021-04-12 21:30:00,2021-04-12,2021,4,102,21,0.0,-26.1,16.57,8.1,2.8,0.82,0.05,0.0,,0.13,,,0.088,
2021-04-12 22:30:00,2021-04-12,2021,4,102,22,0.0,-22.3,13.85,7.9,2.9,1.25,0.03,0.0,,0.13,,5.86,0.088,
2021-04-12 23:30:00,2021-04-12,2021,4,102,23,0.0,-18.6,18.3,7.0,3.1,1.34,0.04,0.0,,0.13,,5.45,0.088,
2021-04-13 00:30:00,2021-04-13,2021,4,103,0,0.0,-15.4,20.17,7.4,2.5,1.95,0.05,0.0,,0.13,,5.72,0.088,
2021-04-13 01:30:00,2021-04-13,2021,4,103,1,0.0,-12.8,21.34,7.7,1.9,2.52,0.07,0.0,,0.13,,5.14,0.088,
2021-04-13 02:30:00,2021-04-13,2021,4,103,2,0.0,-14.0,17.34,7.8,1.6,2.4,0.08,0.0,,0.13,,5.18,0.088,
2021-04-13 03:30:00,2021-04-13,2021,4,103,3,0.0,-14.9,16.09,7.6,1.6,2.01,0.09,0.0,,0.13,,5.23,0.088,
2021-04-13 04:30:00,2021-04-13,2021,4,103,4,0.0,-13.3,15.79,7.5,1.5,1.9,0.09,0.0,,0.13,,5.25,0.088,
2021-04-13 05:30:00,2021-04-13,2021,4,103,5,1.78,-11.5,16.94,7.6,1.4,2.1,0.08,0.0,,0.13,,5.3,0.088,
2021-04-13 06:30:00,2021-04-13,2021,4,103,6,25.32,-13.2,34.43,7.6,1.8,2.12,0.08,0.0,,0.13,,5.35,0.088,
2021-04-13 07:30:00,2021-04-13,2021,4,103,7,64.16,-16.5,60.2,7.7,2.6,2.01,0.07,0.0,,0.13,,5.82,0.088,
2021-04-13 08:30:00,2021-04-13,2021,4,103,8,142.18,-26.0,116.07,8.0,4.0,2.22,0.08,0.0,,0.13,,5.9,0.088,
2021-04-13 09:30:00,2021-04-13,2021,4,103,9,381.18,-86.1,258.97,9.4,7.2,2.2,0.15,0.0,,0.13,,6.28,0.088,
2021-04-13 10:30:00,2021-04-13,2021,4,103,10,694.1,-164.7,419.99,11.9,13.3,2.38,0.33,0.0,,0.13,,4.14,0.088,
