Time,Date,Year,Month,DoY,HoD,netShortWave,netLongWave,availableEnergy,airTemp,gradientTemp,windSpeed,vaporPressureDeficit,precipitation,green,plantHeight,soilCO2Flux0,soilCO2Flux1,soilWaterContent,soilWaterPotential
2022-03-31 03:30:00,2022-03-31,2022,3,90,3,0.0,-21.9,-10.21,7.1,-0.9,0.58,0.11,0.0,,0.63,9.83,,0.249,2.64
2022-03-31 04:30:00,2022-03-31,2022,3,90,4,0.0,-19.2,-7.38,7.2,-0.8,0.64,0.1,0.0,,0.63,8.79,,0.249,2.64
2022-03-31 05:30:00,2022-03-31,2022,3,90,5,0.0,-19.1,-7.39,7.1,-0.9,0.58,0.09,0.0,,0.63,8.52,,0.249,2.64
2022-03-31 06:30:00,2022-03-31,2022,3,90,6,19.11,-7.0,22.81,7.4,0.2,0.38,0.08,0.0,,0.63,12.23,,0.249,2.64
2022-03-31 07:30:00,2022-03-31,2022,3,90,7,64.79,-7.0,65.2,7.9,1.3,0.36,0.03,0.0,,0.63,11.65,,0.249,2.63
2022-03-31 08:30:00,2022-03-31,2022,3,90,8,251.0,-65.4,190.46,9.5,2.7,1.12,0.05,0.0,,0.63,9.09,,0.249,2.63
2022-03-31 09:30:00,2022-03-31,2022,3,90,9,433.1,-93.6,340.82,11.4,3.7,1.78,0.21,0.0,,0.63,7.48,,0.248,2.64
2022-03-31 10:30:00,2022-03-31,2022,3,90,10,589.0,-102.1,484.43,12.8,4.7,1.99,0.33,0.0,,0.63,6.76,,0.248,2.64
2022-03-31 11:30:00,2022-03-31,2022,3,90,11,661.3,-122.1,533.47,14.1,4.5,2.1,0.48,0.0,,0.63,7.33,,0.248,2.64
2022-03-31 12:30:00,2022-03-31,2022,3,90,12,634.9,-121.8,505.08,15.0,4.1,2.3,0.58,0.0,,0.63,6.89,,0.247,2.65
2022-03-31 13:30:00,2022-03-31,2022,3,90,13,578.5,-122.8,447.12,14.6,4.2,2.03,0.55,0.0,,0.63,7.58,,0.247,2.66
2022-03-31 14:30:00,2022-03-31,2022,3,90,14,385.3,-113.8,264.44,14.2,2.4,1.96,0.56,0.0,,0.63,8.59,,0.246,2.66
2022-03-31 15:30:00,2022-03-31,2022,3,90,15,44.8,-89.5,-47.57,14.0,-1.2,1.91,0.59,0.0,,0.63,8.87,,0.246,2.67
2022-03-31 16:30:00,2022-03-31,2022,3,90,16,30.81,-85.4,-54.06,12.9,-1.4,1.29,0.5,0.0,,0.63,9.87,,0.246,2.67
2022-03-31 17:30:00,2022-03-31,2022,3,90,17,18.8,-80.3,-59.14,11.6,-1.6,0.6,0.38,0.0,,0.63,8.72,,0.246,2.67
2022-03-31 18:30:00,2022-03-31,2022,3,90,18,1.38,-77.2,-71.63,10.6,-1.6,0.81,0.32,0.0,,0.63,9.43,,0.246,2.67
2022-03-31 19:30:00,2022-03-31,2022,3,90,19,0.0,-74.6,-68.33,10.9,-2.2,0.79,0.49,0.0,,0.63,7.64,,0.246,2.67
2022-03-31 20:30:00,2022-03-31,2022,3,90,20,0.0,-73.1,-65.51,11.4,-2.2,0.87,0.55,0.0,,0.63,10.31,,0.246,2.67
2022-03-31 21:30:00,2022-03-31,2022,3,90,21,0.0,-76.3,-68.43,11.9,-2.0,0.97,0.55,0.0,,0.63,8.54,,0.246,2.67
2022-03-31 22:30:00,2022-03-31,2022,3,90,22,0.0,-75.4,-67.65,11.5,-2.7,0.6,0.51,0.0,,0.63,8.03,,0.246,2.67
2022-03-31 23:30:00,2022-03-31,2022,3,90,23,0.0,-73.5,-64.03,9.6,-2.2,0.6,0.33,0.0,,0.63,8.68,,0.246,2.67
2022-04-01 00:30:00,2022-04-01,2022,4,91,0,0.0,-74.4,-64.65,9.1,-1.8,0.81,0.28,0.0,0.89,0.64,7.99,,0.246,2.67
2022-04-01 01:30:00,2022-04-01,2022,4,91,1,0.0,-76.9,-67.34,10.0,-2.0,0.88,0.36,0.0,,0.64,7.87,,0.246,2.66
2022-04-01 02:30:00,2022-04-01,2022,4,91,2,0.0,-77.9,-68.65,9.9,-1.9,0.84,0.37,0.0,,0.64,9.24,,0.246,2.66
2022-04-01 03:30:00,2022-04-01,2022,4,91,3,0.0,-78.0,-68.62,9.4,-1.8,0.88,0.33,0.0,,0.64,9.64,,0.246,2.66
2022-04-01 04:30:00,2022-04-01,2022,4,91,4,0.0,-75.9,-66.62,8.8,-2.0,0.73,0.28,0.0,,0.64,8.74,,0.246,2.66
2022-04-01 05:30:00,2022-04-01,2022,4,91,5,0.0,-74.5,-64.52,8.6,-1.8,0.76,0.24,0.0,,0.64,10.4,,0.246,2.66
2022-04-01 06:30:00,2022-04-01,2022,4,91,6,25.97,-78.2,-42.43,8.9,-0.9,0.64,0.22,0.0,,0.64,11.45,,0.246,2.66
2022-04-01 07:30:00,2022-04-01,2022,4,91,7,154.4,-102.4,58.27,11.2,1.9,0.65,0.28,0.0,,0.64,9.41,,0.246,2.66
2022-04-01 08:30:00,2022-04-01,2022,4,91,8,311.0,-114.1,199.01,13.5,2.9,1.24,0.43,0.0,,0.64,6.44,,0.246,2.67
2022-04-01 09:30:00,2022-04-01,2022,4,91,9,456.8,-115.8,339.06,14.8,3.6,1.43,0.51,0.0,,0.64,6.13,,0.246,2.67
2022-04-01 10:30:00,2022-04-01,2022,4,91,10,603.9,-124.3,474.0,16.2,3.7,1.96,0.64,0.0,,0.64,5.42,,0.245,2.68
2022-04-01 11:30:00,2022-04-01,2022,4,91,11,675.1,-127.8,538.18,16.6,4.1,1.88,0.7,0.0,,0.64,7.3,,0.244,2.68
2022-04-01 12:30:00,2022-04-01,2022,4,91,12,668.9,-127.7,529.61,16.9,3.9,2.27,0.74,0.0,,0.64,7.01,,0.244,2.69
2022-04-01 13:30:00,2022-04-01,2022,4,91,13,627.0,-131.3,484.19,17.6,3.4,1.95,0.9,0.0,,0.64,7.9,,0.244,2.69
2022-04-01 14:30:00,2022-04-01,2022,4,91,14,412.0,-125.4,276.92,17.3,1.5,1.4,0.93,0.0,,0.64,7.45,,0.243,2.7
2022-04-01 15:30:00,2022-04-01,2022,4,91,15,35.03,-92.3,-61.65,15.2,-2.0,1.32,0.78,0.0,,0.64,8.13,,0.243,2.71
2022-04-01 16:30:00,2022-04-01,2022,4,91,16,25.0,-88.4,-63.74,14.4,-2.2,0.74,0.74,0.0,,0.64,8.34,,0.243,2.71
2022-04-01 17:30:00,2022-04-01,2022,4,91,17,17.89,-85.2,-64.96,13.4,-2.5,0.67,0.7,0.0,,0.64,8.43,,0.243,2.71
2022-04-01 18:30:00,2022-04-01,2022,4,91,18,0.09,-82.1,-77.07,12.1,-2.5,0.72,0.5,0.0,,0.64,9.83,,0.242,2.71
2022-04-01 19:30:00,2022-04-01,2022,4,91,19,0.0,-80.6,-74.05,12.1,-2.7,0.81,0.62,0.0,,0.64,9.18,,0.242,2.71
2022-04-01 20:30:00,2022-04-01,2022,4,91,20,0.0,-79.0,-71.81,11.8,-2.7,0.7,0.59,0.0,,0.64,7.55,,0.242,2.71
2022-04-01 21:30:00,2022-04-01,2022,4,91,21,0.0,-73.1,-64.01,10.2,-2.6,0.53,0.43,0.0,,0.64,7.67,,0.242,2.71
2022-04-01 22:30:00,2022-04-01,2022,4,91,22,0.0,-74.1,-64.85,9.6,-1.8,0.83,0.33,0.0,,0.64,8.7,,0.242,2.71
2022-04-01 23:30:00,2022-04-01,2022,4,91,23,0.0,-72.2,-63.26,10.0,-2.1,0.65,0.36,0.0,,0.64,9.58,,0.242,2.71
2022-04-02 00:30:00,2022-04-02,2022,4,92,0,0.0,-73.5,-64.56,10.1,-1.9,0.79,0.38,0.0,0.874,0.64,7.6,,0.242,2.71
2022-04-02 01:30:00,2022-04-02,2022,4,92,1,0.0,-72.3,-63.43,10.0,-2.0,0.77,0.37,0.0,,0.64,9.32,,0.242,2.71
2022-04-02 02:30:00,2022-04-02,2022,4,92,2,0.0,-71.0,-61.9,9.0,-1.8,0.6,0.27,0.0,,0.64,8.59,,0.242,2.71
2022-04-02 03:30:00,2022-04-02,2022,4,92,3,0.0,-65.8,-55.89,8.7,-1.7,0.76,0.23,0.0,,0.64,8.6,,0.242,2.71
2022-04-02 04:30:00,2022-04-02,2022,4,92,4,0.0,-66.3,-56.8,9.7,-1.8,0.83,0.3,0.0,,0.64,7.18,,0.242,2.71
2022-04-02 05:30:00,2022-04-02,2022,4,92,5,0.0,-70.6,-61.59,9.8,-2.2,0.7,0.34,0.0,,0.64,7.03,,0.242,2.71
2022-04-02 06:30:00,2022-04-02,2022,4,92,6,35.64,-75.8,-30.71,9.7,-1.1,0.55,0.33,0.0,,0.64,9.27,,0.242,2.71
2022-04-02 07:30:00,2022-04-02,2022,4,92,7,168.3,-94.5,80.38,11.2,1.5,0.71,0.32,0.0,,0.64,8.77,,0.242,2.71
2022-04-02 08:30:00,2022-04-02,2022,4,92,8,330.7,-103.4,229.26,13.2,3.1,1.27,0.39,0.0,,0.64,5.55,,0.242,2.71
2022-04-02 09:30:00,2022-04-02,2022,4,92,9,494.0,-104.1,387.83,16.4,2.1,1.65,0.76,0.0,,0.64,6.21,,0.242,2.71
2022-04-02 10:30:00,2022-04-02,2022,4,92,10,572.8,-119.3,450.11,18.5,2.3,1.63,1.1,0.0,,0.64,6.75,,0.241,2.72
2022-04-02 11:30:00,2022-04-02,2022,4,92,11,649.7,-128.2,514.52,20.3,2.7,1.5,1.36,0.0,,0.64,6.48,,0.241,2.73
2022-04-02 12:30:00,2022-04-02,2022,4,92,12,682.7,-133.2,540.03,21.4,2.8,1.56,1.55,0.0,,0.64,5.88,,0.24,2.73
2022-04-02 13:30:00,2022-04-02,2022,4,92,13,561.1,-132.5,418.16,21.7,2.5,1.75,1.67,0.0,,0.64,7.87,,0.239,2.74
2022-04-02 14:30:00,2022-04-02,2022,4,92,14,371.0,-125.8,234.38,20.3,1.9,1.61,1.24,0.0,,0.64,7.63,,0.239,2.75
2022-04-02 15:30:00,2022-04-02,2022,4,92,15,59.93,-93.2,-40.61,19.3,-2.3,1.32,1.12,0.0,,0.64,8.07,,0.238,2.75
2022-04-02 16:30:00,2022-04-02,2022,4,92,16,40.92,-88.3,-51.07,17.7,-2.7,0.68,0.95,0.0,,0.64,,,0.238,2.75
2022-04-02 17:30:00,2022-04-02,2022,4,92,17,19.41,-87.6,-69.34,17.1,-2.8,0.69,0.88,0.0,,0.64,7.68,,0.238,2.75
2022-04-02 18:30:00,2022-04-02,2022,4,92,18,0.38,-82.0,-80.76,17.0,-3.4,0.76,0.92,0.0,,0.64,8.83,,0.238,2.75
2022-04-02 19:30:00,2022-04-02,2022,4,92,19,0.0,-78.0,-75.38,16.6,-3.2,0.81,0.89,0.0,,0.64,7.36,,0.238,2.75
2022-04-02 20:30:00,2022-04-02,2022,4,92,20,0.0,-72.1,-68.64,16.4,-3.4,0.71,0.91,0.0,,0.64,8.81,,0.238,2.75
2022-04-02 21:30:00,2022-04-02,2022,4,92,21,0.0,-66.1,-61.57,16.5,-3.7,0.68,1.08,0.0,,0.64,7.99,,0.238,2.75
2022-04-02 22:30:00,2022-04-02,2022,4,92,22,0.0,-70.0,-64.47,16.5,-3.7,0.71,1.15,0.0,,0.64,8.48,,0.238,2.75
2022-04-02 23:30:00,2022-04-02,2022,4,92,23,0.0,-75.1,-68.98,16.2,-3.4,0.76,1.08,0.0,,0.64,7.88,,0.238,2.75
2022-04-03 00:30:00,2022-04-03,2022,4,93,0,0.0,-78.8,-72.51,15.2,-3.2,0.75,0.91,0.0,0.844,0.65,7.42,,0.238,2.76
2022-04-03 01:30:00,2022-04-03,2022,4,93,1,0.0,-83.8,-77.41,14.1,-3.1,0.79,0.81,0.0,,0.65,7.91,,0.238,2.75
2022-04-03 02:30:00,2022-04-03,2022,4,93,2,0.0,-82.6,-74.37,13.2,-3.2,0.7,0.74,0.0,,0.65,7.79,,0.238,2.75
2022-04-03 03:30:00,2022-04-03,2022,4,93,3,0.0,-85.4,-76.12,13.0,-3.2,0.74,0.77,0.0,,0.65,9.0,,0.238,2.75
2022-04-03 04:30:00,2022-04-03,2022,4,93,4,0.0,-88.5,-79.16,12.9,-2.9,0.93,0.78,0.0,,0.65,6.73,,0.237,2.75
2022-04-03 05:30:00,2022-04-03,2022,4,93,5,0.0,-84.2,-74.27,12.1,-3.5,0.68,0.71,0.0,,0.65,7.38,,0.237,2.75
2022-04-03 06:30:00,2022-04-03,2022,4,93,6,36.33,-88.8,-42.34,11.9,-2.7,0.66,0.68,0.0,,0.65,8.67,,0.237,2.76
2022-04-03 07:30:00,2022-04-03,2022,4,93,7,191.6,-88.9,109.6,13.7,0.4,0.58,0.68,0.0,,0.65,9.38,,0.237,2.76
2022-04-03 08:30:00,2022-04-03,2022,4,93,8,358.0,-117.6,242.39,14.5,2.0,1.76,0.58,0.0,,0.65,6.73,,0.237,2.76
2022-04-03 09:30:00,2022-04-03,2022,4,93,9,484.2,-130.9,350.96,16.1,3.3,1.94,0.71,0.0,,0.65,6.14,,0.236,2.76
2022-04-03 10:30:00,2022-04-03,2022,4,93,10,609.9,-138.1,465.99,17.4,3.8,2.02,0.9,0.0,,0.65,5.48,,0.236,2.77
2022-04-03 11:30:00,2022-04-03,2022,4,93,11,675.3,-142.0,524.67,18.1,4.1,2.35,0.97,0.0,,0.65,6.85,,0.235,2.78
2022-04-03 12:30:00,2022-04-03,2022,4,93,12,671.7,-140.0,521.56,17.8,4.2,2.05,0.91,0.0,,0.65,6.87,,0.235,2.79
2022-04-03 13:30:00,2022-04-03,2022,4,93,13,620.3,-138.8,471.31,18.4,3.8,1.91,1.09,0.0,,0.65,7.55,,0.234,2.79
2022-04-03 14:30:00,2022-04-03,2022,4,93,14,439.0,-118.4,311.64,18.3,1.3,1.96,1.12,0.0,,0.65,7.7,,0.234,2.8
2022-04-03 15:30:00,2022-04-03,2022,4,93,15,14.0,-101.8,-93.04,16.7,-1.7,1.89,0.94,0.0,,0.65,8.54,,0.233,2.81
2022-04-03 16:30:00,2022-04-03,2022,4,93,16,4.07,-97.9,-94.74,15.5,-2.5,1.0,0.87,0.0,,0.65,8.86,,0.233,2.81
2022-04-03 17:30:00,2022-04-03,2022,4,93,17,33.49,-89.0,-54.14,13.3,-1.9,1.08,0.62,0.0,,0.65,,,0.233,2.81
2022-04-03 18:30:00,2022-04-03,2022,4,93,18,5.02,-85.4,-75.23,11.6,-2.5,0.7,0.53,0.0,,0.65,7.84,,0.233,2.81
2022-04-03 19:30:00,2022-04-03,2022,4,93,19,0.0,-74.9,-64.99,10.3,-2.0,0.66,0.45,0.0,,0.65,8.44,,0.233,2.81
2022-04-03 20:30:00,2022-04-03,2022,4,93,20,0.0,-74.3,-64.72,10.1,-1.7,0.77,0.42,0.0,,0.65,8.26,,0.233,2.81
2022-04-03 21:30:00,2022-04-03,2022,4,93,21,0.0,-74.6,-65.05,9.7,-1.6,0.78,0.39,0.0,,0.65,8.64,,0.232,2.81
2022-04-03 22:30:00,2022-04-03,2022,4,93,22,0.0,-72.9,-62.17,9.2,-1.6,0.8,0.36,0.0,,0.65,5.86,,0.232,2.81
2022-04-03 23:30:00,2022-04-03,2022,4,93,23,0.0,-71.7,-60.11,9.1,-1.7,0.74,0.39,0.0,,0.65,7.29,,0.232,2.81
2022-04-04 00:30:00,2022-04-04,2022,4,94,0,0.0,-70.9,-57.98,8.7,-1.8,0.67,0.35,0.0,0.825,0.66,7.42,,0.232,2.81
2022-04-04 01:30:00,2022-04-04,2022,4,94,1,0.0,-70.2,-57.67,8.2,-1.4,0.72,0.26,0.0,,0.66,7.95,,0.232,2.81
2022-04-04 02:30:00,2022-04-04,2022,4,94,2,0.0,-69.2,-56.39,8.0,-1.6,0.66,0.25,0.0,,0.66,9.8,,0.232,2.81
2022-04-04 03:30:00,2022-04-04,2022,4,94,3,0.0,-63.2,-49.93,7.9,-1.5,0.67,0.27,0.0,,0.66,7.33,,0.232,2.81
2022-04-04 04:30:00,2022-04-04,2022,4,94,4,0.0,-50.6,-37.91,8.2,-1.2,0.65,0.3,0.0,,0.66,9.09,,0.232,2.81
2022-04-04 05:30:00,2022-04-04,2022,4,94,5,0.24,-38.7,-26.15,8.7,-1.1,0.59,0.35,0.0,,0.66,7.54,,0.232,2.81
2022-04-04 06:30:00,2022-04-04,2022,4,94,6,32.56,-47.0,-3.71,9.1,-0.5,0.62,0.32,0.0,,0.66,9.85,,0.232,2.81
2022-04-04 07:30:00,2022-04-04,2022,4,94,7,117.02,-47.9,76.68,10.3,0.7,0.82,0.34,0.0,,0.66,9.29,,0.232,2.81
2022-04-04 08:30:00,2022-04-04,2022,4,94,8,280.3,-72.2,212.0,12.0,2.3,1.59,0.43,0.0,,0.66,8.15,,0.232,2.81
2022-04-04 09:30:00,2022-04-04,2022,4,94,9,420.1,-82.4,337.96,14.4,3.0,1.76,0.61,0.0,,0.66,5.61,,0.232,2.81
2022-04-04 10:30:00,2022-04-04,2022,4,94,10,489.2,-82.4,403.92,14.8,3.2,2.06,0.66,0.0,,0.66,7.01,,0.231,2.82
2022-04-04 11:30:00,2022-04-04,2022,4,94,11,622.0,-103.1,513.5,15.5,4.2,2.22,0.7,0.0,,0.66,7.03,,0.23,2.83
2022-04-04 12:30:00,2022-04-04,2022,4,94,12,625.8,-109.8,508.61,16.2,4.0,2.23,0.73,0.0,,0.66,6.61,,0.23,2.83
2022-04-04 13:30:00,2022-04-04,2022,4,94,13,613.8,-107.4,498.3,15.4,4.5,2.4,0.59,0.0,,0.66,7.32,,0.229,2.84
2022-04-04 14:30:00,2022-04-04,2022,4,94,14,418.1,-92.5,317.43,14.7,2.7,2.18,0.5,0.0,,0.66,8.01,,0.229,2.85
2022-04-04 15:30:00,2022-04-04,2022,4,94,15,49.75,-76.4,-30.75,14.3,-0.1,1.95,0.46,0.0,,0.66,9.04,,0.229,2.86
2022-04-04 16:30:00,2022-04-04,2022,4,94,16,27.47,-71.5,-45.28,13.4,-0.2,1.53,0.36,0.0,,0.66,9.37,,0.228,2.86
2022-04-04 17:30:00,2022-04-04,2022,4,94,17,20.83,-69.3,-48.07,12.9,-0.8,0.89,0.3,0.0,,0.66,9.01,,0.228,2.86
2022-04-04 18:30:00,2022-04-04,2022,4,94,18,3.74,-69.4,-63.89,12.2,-1.6,0.64,0.3,0.0,,0.66,8.82,,0.228,2.86
2022-04-04 19:30:00,2022-04-04,2022,4,94,19,0.0,-46.1,-41.29,10.9,-1.1,0.51,0.22,0.0,,0.66,9.9,,0.228,2.86
2022-04-04 20:30:00,2022-04-04,2022,4,94,20,0.0,-18.5,-13.59,10.9,-0.3,0.64,0.19,0.0,,0.66,9.56,,0.228,2.86
2022-04-04 21:30:00,2022-04-04,2022,4,94,21,0.0,-48.1,-43.23,10.4,-0.9,0.53,0.17,0.0,,0.66,10.17,,0.228,2.86
2022-04-04 22:30:00,2022-04-04,2022,4,94,22,0.0,-46.5,-39.86,9.5,-1.1,0.51,0.15,0.0,,0.66,9.1,,0.228,2.86
2022-04-04 23:30:00,2022-04-04,2022,4,94,23,0.0,-34.2,-25.94,9.4,-1.3,0.51,0.15,0.0,,0.66,7.58,,0.228,2.85
2022-04-05 00:30:00,2022-04-05,2022,4,95,0,0.0,-29.2,-19.34,9.4,-1.5,0.51,0.17,0.0,0.799,0.66,7.28,,0.228,2.85
2022-04-05 01:30:00,2022-04-05,2022,4,95,1,0.0,-27.5,-16.95,9.3,-1.5,0.55,0.17,0.0,,0.66,8.84,,0.228,2.85
2022-04-05 02:30:00,2022-04-05,2022,4,95,2,0.0,-26.6,-15.62,9.0,-1.6,0.6,0.18,0.0,,0.66,6.73,,0.228,2.85
2022-04-05 03:30:00,2022-04-05,2022,4,95,3,0.0,-27.8,-15.95,8.3,-1.8,0.59,0.18,0.0,,0.66,9.62,,0.228,2.85
2022-04-05 04:30:00,2022-04-05,2022,4,95,4,0.0,-33.0,-21.1,7.5,-1.7,0.66,0.2,0.0,,0.66,8.14,,0.228,2.85
2022-04-05 05:30:00,2022-04-05,2022,4,95,5,2.01,-36.8,-22.68,7.3,-1.5,0.68,0.18,0.0,,0.66,8.0,,0.228,2.85
2022-04-05 06:30:00,2022-04-05,2022,4,95,6,46.26,-57.0,0.26,7.6,-0.6,0.7,0.18,0.0,,0.66,9.68,,0.228,2.85
2022-04-05 07:30:00,2022-04-05,2022,4,95,7,213.0,-92.0,130.06,10.0,1.2,1.38,0.25,0.0,,0.66,6.98,,0.228,2.85
2022-04-05 08:30:00,2022-04-05,2022,4,95,8,309.6,-106.3,209.52,12.3,2.2,1.3,0.47,0.0,,0.66,9.18,,0.228,2.85
2022-04-05 09:30:00,2022-04-05,2022,4,95,9,464.2,-118.0,349.38,14.5,3.3,1.84,0.73,0.0,,0.66,6.92,,0.228,2.86
2022-04-05 10:30:00,2022-04-05,2022,4,95,10,653.0,-127.0,526.15,16.1,3.7,1.59,0.97,0.0,,0.66,7.7,,0.227,2.87
2022-04-05 11:30:00,2022-04-05,2022,4,95,11,696.8,-131.0,563.43,16.9,4.1,1.51,1.1,0.0,,0.66,7.28,,0.227,2.87
2022-04-05 12:30:00,2022-04-05,2022,4,95,12,714.0,-133.8,575.23,17.2,4.5,2.28,1.01,0.0,,0.66,6.97,,0.226,2.88
2022-04-05 13:30:00,2022-04-05,2022,4,95,13,661.2,-136.1,518.61,18.0,4.1,1.97,1.09,0.0,,0.66,6.84,,0.225,2.89
2022-04-05 14:30:00,2022-04-05,2022,4,95,14,519.3,-128.6,384.46,17.9,2.3,1.77,1.11,0.0,,0.66,8.41,,0.225,2.9
2022-04-05 15:30:00,2022-04-05,2022,4,95,15,48.48,-95.8,-49.81,16.9,-2.1,1.37,1.02,0.0,,0.66,8.27,,0.224,2.9
2022-04-05 16:30:00,2022-04-05,2022,4,95,16,26.63,-88.9,-61.74,15.8,-2.3,0.88,0.86,0.0,,0.66,10.6,,0.224,2.91
2022-04-05 17:30:00,2022-04-05,2022,4,95,17,17.69,-84.8,-64.98,14.6,-2.2,0.69,0.72,0.0,,0.66,10.58,,0.224,2.91
2022-04-05 18:30:00,2022-04-05,2022,4,95,18,4.06,-82.3,-74.14,13.9,-2.3,0.86,0.64,0.0,,0.66,10.46,,0.224,2.91
2022-04-05 19:30:00,2022-04-05,2022,4,95,19,0.0,-80.3,-74.36,14.0,-2.9,0.84,0.67,0.0,,0.66,8.93,,0.224,2.91
2022-04-05 20:30:00,2022-04-05,2022,4,95,20,0.0,-77.5,-69.76,13.8,-3.4,0.87,0.79,0.0,,0.66,7.79,,0.224,2.91
2022-04-05 21:30:00,2022-04-05,2022,4,95,21,0.0,-79.7,-70.05,14.2,-3.2,0.9,0.87,0.0,,0.66,11.1,,0.224,2.91
2022-04-05 22:30:00,2022-04-05,2022,4,95,22,0.0,-84.1,-75.16,14.2,-2.6,1.23,0.85,0.0,,0.66,10.37,,0.224,2.91
2022-04-05 23:30:00,2022-04-05,2022,4,95,23,0.0,-84.7,-76.48,14.6,-2.7,1.19,0.92,0.0,,0.66,9.55,,0.224,2.91
2022-04-06 00:30:00,2022-04-06,2022,4,96,0,0.0,-82.6,-74.14,15.1,-3.5,0.97,1.07,0.0,0.794,0.67,8.06,,0.224,2.91
2022-04-06 01:30:00,2022-04-06,2022,4,96,1,0.0,-83.1,-74.03,14.7,-3.1,0.91,1.05,0.0,,0.67,9.98,,0.223,2.91
2022-04-06 02:30:00,2022-04-06,2022,4,96,2,0.0,-80.5,-71.69,14.0,-3.5,0.93,0.98,0.0,,0.67,8.72,,0.223,2.91
2022-04-06 03:30:00,2022-04-06,2022,4,96,3,0.0,-92.9,-84.21,16.2,-2.0,1.38,1.31,0.0,,0.67,7.94,,0.223,2.91
2022-04-06 04:30:00,2022-04-06,2022,4,96,4,0.0,-88.6,-81.13,16.0,-2.6,1.17,1.28,0.0,,0.67,9.93,,0.223,2.91
2022-04-06 05:30:00,2022-04-06,2022,4,96,5,2.19,-96.8,-87.2,16.4,-2.2,1.35,1.39,0.0,,0.67,9.9,,0.223,2.91
2022-04-06 06:30:00,2022-04-06,2022,4,96,6,62.68,-89.1,-19.62,15.0,-3.0,0.99,1.19,0.0,,0.67,11.57,,0.223,2.91
2022-04-06 07:30:00,2022-04-06,2022,4,96,7,247.5,-101.9,150.29,16.4,-1.0,0.64,1.22,0.0,,0.67,8.69,,0.223,2.91
2022-04-06 08:30:00,2022-04-06,2022,4,96,8,404.0,-115.4,289.64,18.3,0.9,1.21,1.36,0.0,,0.67,7.45,,0.222,2.92
2022-04-06 09:30:00,2022-04-06,2022,4,96,9,547.1,-121.8,422.58,19.7,1.7,1.27,1.48,0.0,,0.67,7.45,,0.222,2.93
2022-04-06 10:30:00,2022-04-06,2022,4,96,10,597.5,-139.4,452.06,21.2,3.7,1.32,1.7,0.0,,0.67,7.57,,0.221,2.94
2022-04-06 11:30:00,2022-04-06,2022,4,96,11,661.1,-129.8,523.5,22.7,2.9,1.56,2.1,0.0,,0.67,,,0.22,2.95
2022-04-06 12:30:00,2022-04-06,2022,4,96,12,663.6,-143.0,511.45,24.2,2.6,1.5,2.4,0.0,,0.67,,,0.219,2.96
2022-04-06 13:30:00,2022-04-06,2022,4,96,13,614.5,-145.7,458.43,25.2,2.6,1.38,2.59,0.0,,0.67,7.29,,0.218,2.97
2022-04-06 14:30:00,2022-04-06,2022,4,96,14,483.2,-128.6,343.93,25.8,0.4,1.4,2.67,0.0,,0.67,7.63,,0.217,2.98
2022-04-06 15:30:00,2022-04-06,2022,4,96,15,59.9,-111.2,-58.38,25.9,-2.7,1.37,2.72,0.0,,0.67,9.66,,0.217,2.99
2022-04-06 16:30:00,2022-04-06,2022,4,96,16,34.81,-99.8,-69.91,24.7,-3.6,0.89,2.36,0.0,,0.67,9.98,,0.216,2.99
2022-04-06 17:30:00,2022-04-06,2022,4,96,17,22.65,-91.9,-72.17,23.4,-3.3,0.67,2.04,0.0,,0.67,9.0,,0.216,2.99
2022-04-06 18:30:00,2022-04-06,2022,4,96,18,5.11,-88.0,-83.44,22.2,-4.4,0.79,1.88,0.0,,0.67,8.66,,0.216,3.0
2022-04-06 19:30:00,2022-04-06,2022,4,96,19,0.0,-85.6,-83.95,21.2,-4.4,0.94,1.72,0.0,,0.67,10.22,,0.216,3.0
2022-04-06 20:30:00,2022-04-06,2022,4,96,20,0.0,-85.1,-82.53,21.4,-4.5,0.88,1.68,0.0,,0.67,9.57,,0.216,3.0
2022-04-06 21:30:00,2022-04-06,2022,4,96,21,0.0,-88.6,-86.13,21.9,-4.0,0.76,1.77,0.0,,0.67,9.52,,0.216,3.0
2022-04-06 22:30:00,2022-04-06,2022,4,96,22,0.0,-85.0,-81.69,21.8,-4.6,0.63,1.84,0.0,,0.67,8.43,,0.216,3.0
2022-04-06 23:30:00,2022-04-06,2022,4,96,23,0.0,-85.6,-81.66,21.6,-4.2,0.64,1.82,0.0,,0.67,9.23,,0.216,3.0
2022-04-07 00:30:00,2022-04-07,2022,4,97,0,0.0,-85.5,-81.53,21.2,-4.0,0.68,1.74,0.0,0.796,0.67,8.97,,0.216,3.0
2022-04-07 01:30:00,2022-04-07,2022,4,97,1,0.0,-88.0,-83.9,21.4,-3.6,0.79,1.89,0.0,,0.67,8.76,,0.216,3.0
2022-04-07 02:30:00,2022-04-07,2022,4,97,2,0.0,-87.0,-82.59,21.5,-3.7,0.81,1.95,0.0,,0.67,9.96,,0.215,3.0
2022-04-07 03:30:00,2022-04-07,2022,4,97,3,0.0,-94.0,-90.28,22.4,-3.1,1.03,2.05,0.0,,0.67,10.31,,0.215,3.0
2022-04-07 04:30:00,2022-04-07,2022,4,97,4,0.0,-94.0,-91.74,22.0,-2.6,1.19,1.9,0.0,,0.67,9.07,,0.215,3.0
