Time,plot,x_(m),y_(m),z_(m),log_res25,del_log_res25,swc,del_swc,pF,logK_cmd,cov
2023-11-26 01:30:00,x,0.05,0.6,0.0,2.360072477970273,0.018,0.158,-0.005,3.217,-3.619,1.182
2023-11-26 01:30:00,x,0.05,0.6,0.05,2.361230945572837,0.017,0.158,-0.005,3.219,-3.623,1.21
2023-11-26 01:30:00,x,0.05,0.6,0.1,2.3713302077686524,0.012,0.153,-0.003,3.261,-3.717,1.233
2023-11-26 01:30:00,x,0.05,0.6,0.15,2.375217204171795,0.01,0.149,-0.003,3.307,-3.818,1.257
2023-11-26 01:30:00,x,0.05,0.6,0.2,2.3792765033713414,0.009,0.142,-0.002,3.377,-3.975,1.196
2023-11-26 01:30:00,x,0.05,0.6,0.25,2.382721073867374,0.009,0.138,-0.002,3.422,-4.072,1.106
2023-11-26 01:30:00,x,0.05,0.6,0.3,2.38775277330133,0.009,0.132,-0.002,3.481,-4.201,1.044
2023-11-26 01:30:00,x,0.05,0.6,0.35,2.394511217117712,0.008,0.126,-0.002,3.546,-4.341,0.953
2023-11-26 01:30:00,x,0.05,0.6,0.4,2.39877132075646,0.008,0.122,-0.002,3.591,-4.436,0.873
2023-11-26 01:30:00,x,0.05,0.6,0.45,2.404212607741738,0.008,0.118,-0.002,3.647,-4.554,0.771
2023-11-26 01:30:00,x,0.05,0.6,0.5,2.4075761412763645,0.008,0.116,-0.002,3.667,-4.598,0.709
2023-11-26 01:30:00,x,0.05,0.6,0.55,2.412139538121609,0.008,0.116,-0.002,3.667,-4.598,0.614
2023-11-26 01:30:00,x,0.05,0.6,0.6,2.4154691627655795,0.008,0.117,-0.002,3.656,-4.573,0.526
2023-11-26 01:30:00,x,0.05,0.6,0.65,2.420518480403286,0.008,0.119,-0.002,3.635,-4.531,0.402
2023-11-26 01:30:00,x,0.05,0.6,0.7,2.42307212139122,0.009,0.12,-0.002,3.626,-4.511,0.32
2023-11-26 01:30:00,x,0.05,0.6,0.75,2.4246072587245604,0.008,0.12,-0.002,3.626,-4.511,0.251
2023-11-26 01:30:00,x,0.05,0.6,0.8,2.4260279008646717,0.008,0.119,-0.002,3.629,-4.518,0.114
2023-11-26 01:30:00,x,0.05,0.6,0.85,2.427555889224669,0.008,0.119,-0.002,3.633,-4.525,0.031
2023-11-26 01:30:00,x,0.05,0.6,0.9,2.4283243513649277,0.008,0.119,-0.002,3.635,-4.53,-0.062
2023-11-26 01:30:00,x,0.05,0.6,0.95,2.4285122069095766,0.008,0.119,-0.002,3.634,-4.528,-0.205
2023-11-26 01:30:00,x,0.1,0.6,0.0,2.360189979838181,0.018,0.158,-0.006,3.217,-3.619,1.184
2023-11-26 01:30:00,x,0.1,0.6,0.05,2.3680338602473725,0.014,0.155,-0.004,3.244,-3.678,1.244
2023-11-26 01:30:00,x,0.1,0.6,0.1,2.371564706539054,0.012,0.153,-0.003,3.263,-3.722,1.314
2023-11-26 01:30:00,x,0.1,0.6,0.15,2.374354186971643,0.01,0.15,-0.003,3.297,-3.798,1.36
