Time,plot,x_(m),y_(m),z_(m),log_res25,del_log_res25,swc,del_swc,pF,logK_cmd,cov
2023-12-26 01:30:00,x,0.05,0.6,0.0,2.116391871222424,0.016,0.251,-0.007,2.556,-2.121,1.378
2023-12-26 01:30:00,x,0.05,0.6,0.05,2.1154507417904402,0.015,0.252,-0.007,2.553,-2.115,1.412
2023-12-26 01:30:00,x,0.05,0.6,0.1,2.1189158448538548,0.011,0.248,-0.005,2.576,-2.166,1.45
2023-12-26 01:30:00,x,0.05,0.6,0.15,2.115464058192603,0.01,0.244,-0.004,2.6,-2.219,1.496
2023-12-26 01:30:00,x,0.05,0.6,0.2,2.102810890916915,0.009,0.241,-0.003,2.621,-2.267,1.479
2023-12-26 01:30:00,x,0.05,0.6,0.25,2.0947889591993816,0.008,0.24,-0.003,2.631,-2.291,1.416
2023-12-26 01:30:00,x,0.05,0.6,0.3,2.0785293152543463,0.005,0.239,-0.002,2.635,-2.302,1.394
2023-12-26 01:30:00,x,0.05,0.6,0.35,2.0688979659957294,0.003,0.237,-0.001,2.653,-2.343,1.345
2023-12-26 01:30:00,x,0.05,0.6,0.4,2.0615768685453073,0.002,0.235,-0.0,2.663,-2.365,1.299
2023-12-26 01:30:00,x,0.05,0.6,0.45,2.0538003861275875,-0.0,0.232,0.001,2.681,-2.407,1.237
2023-12-26 01:30:00,x,0.05,0.6,0.5,2.0521820268219098,-0.001,0.23,0.001,2.694,-2.436,1.203
2023-12-26 01:30:00,x,0.05,0.6,0.55,2.0487136380809696,-0.003,0.229,0.002,2.7,-2.448,1.159
2023-12-26 01:30:00,x,0.05,0.6,0.6,2.048084276351453,-0.005,0.228,0.003,2.706,-2.459,1.128
2023-12-26 01:30:00,x,0.05,0.6,0.65,2.048806799336629,-0.007,0.226,0.003,2.717,-2.482,1.061
2023-12-26 01:30:00,x,0.05,0.6,0.7,2.0489542637998355,-0.009,0.225,0.004,2.72,-2.489,1.035
2023-12-26 01:30:00,x,0.05,0.6,0.75,2.0519123552582896,-0.01,0.223,0.004,2.727,-2.504,1.002
2023-12-26 01:30:00,x,0.05,0.6,0.8,2.057529176885622,-0.011,0.221,0.004,2.741,-2.535,0.969
2023-12-26 01:30:00,x,0.05,0.6,0.85,2.0643831044121965,-0.012,0.218,0.005,2.757,-2.572,0.902
2023-12-26 01:30:00,x,0.05,0.6,0.9,2.07184152034017,-0.012,0.215,0.004,2.775,-2.613,0.832
2023-12-26 01:30:00,x,0.05,0.6,0.95,2.073908885025612,-0.012,0.215,0.005,2.779,-2.621,0.707
2023-12-26 01:30:00,x,0.1,0.6,0.0,2.116972822860455,0.016,0.251,-0.007,2.557,-2.124,1.384
2023-12-26 01:30:00,x,0.1,0.6,0.05,2.120547609530524,0.013,0.248,-0.006,2.574,-2.162,1.457
2023-12-26 01:30:00,x,0.1,0.6,0.1,2.1206857805318178,0.011,0.247,-0.005,2.583,-2.181,1.532
2023-12-26 01:30:00,x,0.1,0.6,0.15,2.1171353501535792,0.011,0.245,-0.005,2.597,-2.212,1.594
2023-12-26 01:30:00,x,0.1,0.6,0.2,2.107155679444422,0.009,0.24,-0.004,2.624,-2.273,1.534
2023-12-26 01:30:00,x,0.1,0.6,0.25,2.0936282761338627,0.007,0.239,-0.003,2.637,-2.303,1.415
2023-12-26 01:30:00,x,0.1,0.6,0.3,2.079318750863114,0.005,0.237,-0.001,2.65,-2.334,1.395
2023-12-26 01:30:00,x,0.1,0.6,0.35,2.0708650100399972,0.003,0.236,-0.001,2.655,-2.347,1.352
2023-12-26 01:30:00,x,0.1,0.6,0.4,2.062551902183273,0.002,0.235,-0.0,2.663,-2.366,1.304
2023-12-26 01:30:00,x,0.1,0.6,0.45,2.0558253939252684,-0.0,0.232,0.001,2.685,-2.414,1.242
2023-12-26 01:30:00,x,0.1,0.6,0.5,2.0540036958446404,-0.001,0.23,0.001,2.695,-2.437,1.221
2023-12-26 01:30:00,x,0.1,0.6,0.55,2.0478781758963835,-0.003,0.229,0.002,2.699,-2.445,1.166
2023-12-26 01:30:00,x,0.1,0.6,0.6,2.0512297234931633,-0.005,0.226,0.003,2.713,-2.476,1.141
2023-12-26 01:30:00,x,0.1,0.6,0.65,2.04771478151425,-0.007,0.226,0.003,2.712,-2.472,1.075
2023-12-26 01:30:00,x,0.1,0.6,0.7,2.0499812446129746,-0.009,0.224,0.004,2.722,-2.493,1.033
