Time,plot,x_(m),y_(m),z_(m),log_res25,del_log_res25,swc,del_swc,pF,logK_cmd,cov
2024-03-21 00:30:00,x,0.05,0.6,0.0,1.814620449299106,0.061,0.413,0.0,1.35,-0.156,1.978
2024-03-21 00:30:00,x,0.05,0.6,0.05,1.8149663840782648,0.061,0.413,0.0,1.35,-0.156,1.988
2024-03-21 00:30:00,x,0.05,0.6,0.1,1.8171156386882723,0.061,0.414,-0.0,1.324,-0.135,1.991
2024-03-21 00:30:00,x,0.05,0.6,0.15,1.815451558813341,0.055,0.416,-0.001,1.272,-0.095,2.002
2024-03-21 00:30:00,x,0.05,0.6,0.2,1.8036277953448152,0.035,0.416,-0.005,1.229,-0.077,1.942
2024-03-21 00:30:00,x,0.05,0.6,0.25,1.795734069877608,0.022,0.415,-0.004,1.202,-0.077,1.925
2024-03-21 00:30:00,x,0.05,0.6,0.3,1.7783249334421085,-0.002,0.415,0.003,1.144,-0.065,1.965
2024-03-21 00:30:00,x,0.05,0.6,0.35,1.761551988564182,-0.022,0.416,0.016,1.13,-0.054,2.012
2024-03-21 00:30:00,x,0.05,0.6,0.4,1.750354088762708,-0.034,0.416,0.025,1.1,-0.037,2.018
2024-03-21 00:30:00,x,0.05,0.6,0.45,1.7370335313338776,-0.045,0.416,0.033,1.102,-0.039,2.021
2024-03-21 00:30:00,x,0.05,0.6,0.5,1.7298529574456856,-0.049,0.415,0.036,1.13,-0.063,2.027
2024-03-21 00:30:00,x,0.05,0.6,0.55,1.7187839300681156,-0.052,0.412,0.037,1.246,-0.124,2.018
2024-03-21 00:30:00,x,0.05,0.6,0.6,1.7104981581935583,-0.051,0.41,0.035,1.331,-0.173,2.004
2024-03-21 00:30:00,x,0.05,0.6,0.65,1.6989091988520693,-0.045,0.406,0.03,1.415,-0.245,1.981
2024-03-21 00:30:00,x,0.05,0.6,0.7,1.6925737476029128,-0.036,0.404,0.023,1.45,-0.276,1.945
2024-03-21 00:30:00,x,0.05,0.6,0.75,1.6880458830255518,-0.027,0.406,0.017,1.436,-0.257,1.919
2024-03-21 00:30:00,x,0.05,0.6,0.8,1.6825511910418096,-0.015,0.408,0.008,1.402,-0.222,1.954
2024-03-21 00:30:00,x,0.05,0.6,0.85,1.6792461454138592,0.002,0.41,-0.002,1.372,-0.193,1.959
2024-03-21 00:30:00,x,0.05,0.6,0.9,1.6763368845325337,0.011,0.411,-0.006,1.354,-0.175,1.966
2024-03-21 00:30:00,x,0.05,0.6,0.95,1.6747968640708515,0.016,0.412,-0.006,1.328,-0.151,1.975
2024-03-21 00:30:00,x,0.1,0.6,0.0,1.8133874809484678,0.06,0.413,0.0,1.35,-0.156,1.982
2024-03-21 00:30:00,x,0.1,0.6,0.05,1.815956097010759,0.062,0.413,-0.0,1.34,-0.148,2.015
2024-03-21 00:30:00,x,0.1,0.6,0.1,1.816592571748946,0.061,0.414,-0.0,1.321,-0.134,2.067
2024-03-21 00:30:00,x,0.1,0.6,0.15,1.8169435596154853,0.057,0.416,-0.0,1.273,-0.096,2.107
2024-03-21 00:30:00,x,0.1,0.6,0.2,1.8062206871831643,0.04,0.416,-0.003,1.217,-0.065,2.019
2024-03-21 00:30:00,x,0.1,0.6,0.25,1.7940067797887853,0.02,0.414,-0.004,1.206,-0.087,1.924
2024-03-21 00:30:00,x,0.1,0.6,0.3,1.7739107202320876,-0.006,0.415,0.004,1.133,-0.059,1.991
2024-03-21 00:30:00,x,0.1,0.6,0.35,1.7624384727908242,-0.02,0.416,0.015,1.11,-0.043,2.01
2024-03-21 00:30:00,x,0.1,0.6,0.4,1.7512174975598185,-0.033,0.417,0.024,1.091,-0.034,2.012
2024-03-21 00:30:00,x,0.1,0.6,0.45,1.737812620657139,-0.044,0.416,0.032,1.11,-0.043,2.02
