Time,plot,x_(m),y_(m),z_(m),log_res25,del_log_res25,swc,del_swc,pF,logK_cmd,cov
2024-05-11 00:30:00,x,0.05,0.6,0.0,2.167515233395702,-0.01,0.228,0.004,2.697,-2.436,1.966
2024-05-11 00:30:00,x,0.05,0.6,0.05,2.1655885380067113,-0.009,0.229,0.004,2.692,-2.424,1.97
2024-05-11 00:30:00,x,0.05,0.6,0.1,2.1514250147090315,-0.008,0.233,0.004,2.668,-2.369,1.961
2024-05-11 00:30:00,x,0.05,0.6,0.15,2.131272116933359,-0.008,0.236,0.003,2.648,-2.324,1.969
2024-05-11 00:30:00,x,0.05,0.6,0.2,2.067186206011897,-0.006,0.256,0.003,2.523,-2.046,1.925
2024-05-11 00:30:00,x,0.05,0.6,0.25,2.0204607280128495,-0.005,0.274,0.002,2.424,-1.83,1.896
2024-05-11 00:30:00,x,0.05,0.6,0.3,1.9345539969854963,-0.003,0.311,0.001,2.217,-1.402,1.949
2024-05-11 00:30:00,x,0.05,0.6,0.35,1.8552283172294046,-0.001,0.35,0.0,1.939,-0.948,2.003
2024-05-11 00:30:00,x,0.05,0.6,0.4,1.8052085115405707,0.001,0.376,-0.001,1.716,-0.641,2.011
2024-05-11 00:30:00,x,0.05,0.6,0.45,1.7507782986531104,0.002,0.404,-0.002,1.346,-0.24,1.995
2024-05-11 00:30:00,x,0.05,0.6,0.5,1.7231271587956916,0.003,0.416,-0.001,1.037,-0.015,2.004
2024-05-11 00:30:00,x,0.05,0.6,0.55,1.686948920211501,0.004,0.423,-0.001,0.837,0.136,1.995
2024-05-11 00:30:00,x,0.05,0.6,0.6,1.6649802550606256,0.005,0.423,0.0,0.893,0.124,1.976
2024-05-11 00:30:00,x,0.05,0.6,0.65,1.6420884305599432,0.005,0.421,0.0,1.05,0.048,1.95
2024-05-11 00:30:00,x,0.05,0.6,0.7,1.637819827944968,0.005,0.419,0.0,1.119,0.008,1.912
2024-05-11 00:30:00,x,0.05,0.6,0.75,1.6380197655595774,0.006,0.419,-0.0,1.147,-0.01,1.886
2024-05-11 00:30:00,x,0.05,0.6,0.8,1.6410971617969348,0.006,0.417,-0.001,1.185,-0.038,1.915
2024-05-11 00:30:00,x,0.05,0.6,0.85,1.654628896914579,0.006,0.414,-0.002,1.282,-0.116,1.902
2024-05-11 00:30:00,x,0.05,0.6,0.9,1.6600397236015756,0.006,0.411,-0.002,1.339,-0.167,1.9
2024-05-11 00:30:00,x,0.05,0.6,0.95,1.6651868517865118,0.006,0.409,-0.002,1.358,-0.19,1.904
2024-05-11 00:30:00,x,0.1,0.6,0.0,2.161915766237168,-0.009,0.23,0.004,2.681,-2.401,1.98
2024-05-11 00:30:00,x,0.1,0.6,0.05,2.1557731489241414,-0.009,0.232,0.004,2.673,-2.382,1.996
2024-05-11 00:30:00,x,0.1,0.6,0.1,2.149539325258988,-0.008,0.233,0.004,2.663,-2.358,2.037
2024-05-11 00:30:00,x,0.1,0.6,0.15,2.140017535035263,-0.008,0.233,0.004,2.662,-2.356,2.081
2024-05-11 00:30:00,x,0.1,0.6,0.2,2.0794200423497067,-0.007,0.252,0.003,2.548,-2.101,2.006
2024-05-11 00:30:00,x,0.1,0.6,0.25,2.0119128388051686,-0.005,0.276,0.002,2.407,-1.793,1.887
2024-05-11 00:30:00,x,0.1,0.6,0.3,1.9172060739979826,-0.002,0.319,0.001,2.173,-1.317,1.984
2024-05-11 00:30:00,x,0.1,0.6,0.35,1.8611040849031946,-0.001,0.347,0.001,2.001,-1.001,2.001
2024-05-11 00:30:00,x,0.1,0.6,0.4,1.8091150927619188,0.001,0.375,-0.001,1.737,-0.659,2.002
2024-05-11 00:30:00,x,0.1,0.6,0.45,1.7540576893517037,0.002,0.403,-0.002,1.38,-0.27,1.992
2024-05-11 00:30:00,x,0.1,0.6,0.5,1.733598460961339,0.003,0.411,-0.002,1.164,-0.108,1.997
2024-05-11 00:30:00,x,0.1,0.6,0.55,1.6858581318340684,0.004,0.422,-0.001,0.896,0.106,1.993
2024-05-11 00:30:00,x,0.1,0.6,0.6,1.6605714236961155,0.005,0.423,0.0,0.887,0.126,1.971
2024-05-11 00:30:00,x,0.1,0.6,0.65,1.6411963905500577,0.005,0.421,0.0,1.041,0.053,1.952
2024-05-11 00:30:00,x,0.1,0.6,0.7,1.635403314463186,0.005,0.419,0.0,1.119,0.008,1.918
2024-05-11 00:30:00,x,0.1,0.6,0.75,1.6356747139700312,0.006,0.419,-0.0,1.138,-0.004,1.886
2024-05-11 00:30:00,x,0.1,0.6,0.8,1.6406702196214724,0.006,0.418,-0.001,1.18,-0.034,1.947
2024-05-11 00:30:00,x,0.1,0.6,0.85,1.65647193706815,0.006,0.413,-0.002,1.291,-0.123,1.993
2024-05-11 00:30:00,x,0.1,0.6,0.9,1.6588886439657742,0.006,0.411,-0.002,1.321,-0.154,1.98
