Time,plot,x_(m),y_(m),z_(m),log_res25,del_log_res25,swc,del_swc,pF,logK_cmd,cov
2024-03-11 00:30:00,x,0.05,0.6,0.0,1.77741957200355,0.001,0.413,0.0,1.35,-0.156,1.977
2024-03-11 00:30:00,x,0.05,0.6,0.05,1.7786359419859614,0.001,0.413,0.0,1.35,-0.156,1.99
2024-03-11 00:30:00,x,0.05,0.6,0.1,1.7806916667212156,-0.0,0.414,0.0,1.319,-0.131,1.993
2024-03-11 00:30:00,x,0.05,0.6,0.15,1.788316882946296,-0.001,0.416,0.0,1.263,-0.09,2.001
2024-03-11 00:30:00,x,0.05,0.6,0.2,1.8055552265212533,-0.002,0.414,0.001,1.243,-0.1,1.924
2024-03-11 00:30:00,x,0.05,0.6,0.25,1.8173670162875941,-0.002,0.4,0.002,1.457,-0.317,1.907
2024-03-11 00:30:00,x,0.05,0.6,0.3,1.834293512442696,-0.003,0.375,0.002,1.784,-0.67,1.935
2024-03-11 00:30:00,x,0.05,0.6,0.35,1.845854294423709,-0.004,0.356,0.003,1.955,-0.911,1.979
2024-03-11 00:30:00,x,0.05,0.6,0.4,1.8500455257221962,-0.005,0.345,0.003,2.02,-1.022,1.984
2024-03-11 00:30:00,x,0.05,0.6,0.45,1.8505604703999934,-0.005,0.337,0.003,2.073,-1.118,1.994
2024-03-11 00:30:00,x,0.05,0.6,0.5,1.8472949673748358,-0.005,0.333,0.003,2.093,-1.155,2.001
2024-03-11 00:30:00,x,0.05,0.6,0.55,1.8364127381908677,-0.005,0.333,0.003,2.096,-1.159,1.993
2024-03-11 00:30:00,x,0.05,0.6,0.6,1.8242495283710412,-0.005,0.335,0.003,2.08,-1.131,1.976
2024-03-11 00:30:00,x,0.05,0.6,0.65,1.7980495361573263,-0.005,0.343,0.003,2.035,-1.048,1.95
2024-03-11 00:30:00,x,0.05,0.6,0.7,1.773969190400218,-0.004,0.354,0.002,1.965,-0.931,1.92
2024-03-11 00:30:00,x,0.05,0.6,0.75,1.752885483124873,-0.003,0.366,0.002,1.877,-0.793,1.899
2024-03-11 00:30:00,x,0.05,0.6,0.8,1.725478754838298,-0.003,0.382,0.002,1.742,-0.595,1.938
2024-03-11 00:30:00,x,0.05,0.6,0.85,1.6925737476029128,-0.002,0.402,0.001,1.484,-0.314,1.955
2024-03-11 00:30:00,x,0.05,0.6,0.9,1.673444851864035,-0.001,0.413,0.001,1.265,-0.112,1.972
2024-03-11 00:30:00,x,0.05,0.6,0.95,1.6627672727633431,-0.001,0.416,0.001,1.223,-0.072,1.987
2024-03-11 00:30:00,x,0.1,0.6,0.0,1.778375577919669,0.001,0.413,0.0,1.35,-0.156,1.979
2024-03-11 00:30:00,x,0.1,0.6,0.05,1.7781150576687677,0.0,0.414,0.0,1.334,-0.144,2.017
2024-03-11 00:30:00,x,0.1,0.6,0.1,1.779668627207148,-0.0,0.414,0.0,1.315,-0.129,2.071
2024-03-11 00:30:00,x,0.1,0.6,0.15,1.7859985605724638,-0.001,0.415,0.0,1.294,-0.115,2.107
2024-03-11 00:30:00,x,0.1,0.6,0.2,1.800620863151413,-0.001,0.412,0.001,1.287,-0.131,2.002
2024-03-11 00:30:00,x,0.1,0.6,0.25,1.8185030144243175,-0.002,0.398,0.002,1.465,-0.339,1.908
2024-03-11 00:30:00,x,0.1,0.6,0.3,1.8359504364129866,-0.004,0.37,0.002,1.843,-0.741,1.957
2024-03-11 00:30:00,x,0.1,0.6,0.35,1.8441291036669025,-0.004,0.358,0.003,1.942,-0.889,1.975
2024-03-11 00:30:00,x,0.1,0.6,0.4,1.8496896120070763,-0.005,0.347,0.003,2.013,-1.01,1.977
2024-03-11 00:30:00,x,0.1,0.6,0.45,1.849597517865396,-0.005,0.338,0.003,2.067,-1.107,1.994
2024-03-11 00:30:00,x,0.1,0.6,0.5,1.8484723940340069,-0.005,0.335,0.003,2.086,-1.141,1.996
2024-03-11 00:30:00,x,0.1,0.6,0.55,1.8356208251724846,-0.005,0.333,0.003,2.093,-1.155,1.992
2024-03-11 00:30:00,x,0.1,0.6,0.6,1.8227367373304046,-0.005,0.336,0.003,2.076,-1.122,1.974
2024-03-11 00:30:00,x,0.1,0.6,0.65,1.8000568889250983,-0.005,0.343,0.003,2.038,-1.054,1.953
2024-03-11 00:30:00,x,0.1,0.6,0.7,1.775581324181115,-0.004,0.353,0.002,1.975,-0.945,1.922
2024-03-11 00:30:00,x,0.1,0.6,0.75,1.750708910837532,-0.003,0.367,0.002,1.874,-0.783,1.895
2024-03-11 00:30:00,x,0.1,0.6,0.8,1.723964376970982,-0.003,0.383,0.002,1.736,-0.585,1.967
2024-03-11 00:30:00,x,0.1,0.6,0.85,1.6825511910418096,-0.001,0.408,0.001,1.361,-0.206,2.063
2024-03-11 00:30:00,x,0.1,0.6,0.9,1.6691401509258206,-0.001,0.415,0.001,1.249,-0.089,2.059
2024-03-11 00:30:00,x,0.1,0.6,0.95,1.666695780256912,-0.001,0.415,0.001,1.232,-0.077,2.014
2024-03-11 00:30:00,x,0.15,0.6,0.0,1.7715948292874772,0.001,0.413,0.0,1.35,-0.156,2.085
2024-03-11 00:30:00,x,0.15,0.6,0.05,1.7753628332161486,-0.0,0.414,0.0,1.329,-0.14,2.053
2024-03-11 00:30:00,x,0.15,0.6,0.1,1.7774558227219923,-0.0,0.414,0.0,1.315,-0.129,2.072
2024-03-11 00:30:00,x,0.15,0.6,0.15,1.783245925456192,-0.001,0.414,0.0,1.295,-0.118,2.049
2024-03-11 00:30:00,x,0.15,0.6,0.2,1.791620482692814,-0.001,0.413,0.0,1.31,-0.14,2.013
2024-03-11 00:30:00,x,0.15,0.6,0.25,1.8188326897570015,-0.003,0.395,0.002,1.465,-0.359,1.932
2024-03-11 00:30:00,x,0.15,0.6,0.3,1.8355003278673188,-0.004,0.37,0.003,1.842,-0.739,1.965
2024-03-11 00:30:00,x,0.15,0.6,0.35,1.8425905196173737,-0.004,0.358,0.003,1.932,-0.876,1.968
2024-03-11 00:30:00,x,0.15,0.6,0.4,1.8468935433166251,-0.005,0.351,0.003,1.987,-0.964,1.981
2024-03-11 00:30:00,x,0.15,0.6,0.45,1.8490383944021844,-0.005,0.34,0.003,2.052,-1.08,1.993
2024-03-11 00:30:00,x,0.15,0.6,0.5,1.8481028655513037,-0.005,0.335,0.003,2.084,-1.139,2.001
2024-03-11 00:30:00,x,0.15,0.6,0.55,1.8379796320246264,-0.005,0.333,0.003,2.092,-1.153,2.002
2024-03-11 00:30:00,x,0.15,0.6,0.6,1.8178561239177962,-0.005,0.338,0.003,2.065,-1.104,1.967
2024-03-11 00:30:00,x,0.15,0.6,0.65,1.801087994243103,-0.005,0.342,0.003,2.04,-1.056,1.957
2024-03-11 00:30:00,x,0.15,0.6,0.7,1.7805333253164044,-0.004,0.351,0.002,1.987,-0.964,1.952
2024-03-11 00:30:00,x,0.15,0.6,0.75,1.7539429069597088,-0.004,0.365,0.002,1.892,-0.809,1.916
