Time,plot,x_(m),y_(m),z_(m),log_res25,del_log_res25,swc,del_swc,pF,logK_cmd,cov
2023-07-21 00:30:00,x,0.05,0.6,0.0,2.3944096502941994,0.006,0.148,-0.002,3.31,-3.827,0.83
2023-07-21 00:30:00,x,0.05,0.6,0.05,2.395179564483323,0.005,0.148,-0.001,3.31,-3.827,0.804
2023-07-21 00:30:00,x,0.05,0.6,0.1,2.4033968024932033,-0.002,0.144,0.0,3.354,-3.923,0.819
2023-07-21 00:30:00,x,0.05,0.6,0.15,2.4031359701118546,-0.007,0.141,0.002,3.389,-4.001,0.855
2023-07-21 00:30:00,x,0.05,0.6,0.2,2.398653402551062,-0.01,0.137,0.002,3.427,-4.083,0.836
2023-07-21 00:30:00,x,0.05,0.6,0.25,2.3939943802295316,-0.012,0.135,0.003,3.45,-4.133,0.788
2023-07-21 00:30:00,x,0.05,0.6,0.3,2.386557818720458,-0.013,0.132,0.003,3.477,-4.191,0.68
2023-07-21 00:30:00,x,0.05,0.6,0.35,2.37983468996462,-0.014,0.13,0.003,3.505,-4.253,0.737
2023-07-21 00:30:00,x,0.05,0.6,0.4,2.37376503179088,-0.014,0.129,0.003,3.52,-4.286,0.696
2023-07-21 00:30:00,x,0.05,0.6,0.45,2.3669923035083094,-0.012,0.127,0.003,3.543,-4.334,0.733
2023-07-21 00:30:00,x,0.05,0.6,0.5,2.362077019426354,-0.011,0.127,0.003,3.54,-4.328,0.791
2023-07-21 00:30:00,x,0.05,0.6,0.55,2.35617506050146,-0.008,0.129,0.002,3.517,-4.278,0.818
2023-07-21 00:30:00,x,0.05,0.6,0.6,2.350807974624224,-0.004,0.132,0.001,3.487,-4.215,0.808
2023-07-21 00:30:00,x,0.05,0.6,0.65,2.345407061136452,0.004,0.135,-0.001,3.449,-4.131,0.856
2023-07-21 00:30:00,x,0.05,0.6,0.7,2.3403945350145148,0.011,0.137,-0.003,3.424,-4.078,0.902
2023-07-21 00:30:00,x,0.05,0.6,0.75,2.3379063045260295,0.017,0.138,-0.004,3.415,-4.058,0.937
2023-07-21 00:30:00,x,0.05,0.6,0.8,2.335564204572077,0.024,0.139,-0.006,3.413,-4.053,1.031
2023-07-21 00:30:00,x,0.05,0.6,0.85,2.332660600270635,0.032,0.139,-0.008,3.408,-4.043,1.033
2023-07-21 00:30:00,x,0.05,0.6,0.9,2.3350484880290567,0.037,0.139,-0.009,3.413,-4.054,1.033
2023-07-21 00:30:00,x,0.05,0.6,0.95,2.334592461956409,0.039,0.139,-0.009,3.414,-4.055,1.021
2023-07-21 00:30:00,x,0.1,0.6,0.0,2.393680474020776,0.007,0.149,-0.002,3.307,-3.819,0.824
2023-07-21 00:30:00,x,0.1,0.6,0.05,2.4009004696546365,0.001,0.146,-0.0,3.34,-3.891,0.858
2023-07-21 00:30:00,x,0.1,0.6,0.1,2.4034980044519982,-0.001,0.144,0.0,3.355,-3.925,0.901
2023-07-21 00:30:00,x,0.1,0.6,0.15,2.40341395702746,-0.005,0.142,0.001,3.379,-3.978,0.956
2023-07-21 00:30:00,x,0.1,0.6,0.2,2.399924536292004,-0.008,0.138,0.002,3.421,-4.071,0.896
2023-07-21 00:30:00,x,0.1,0.6,0.25,2.3937243293038017,-0.012,0.134,0.003,3.457,-4.15,0.749
2023-07-21 00:30:00,x,0.1,0.6,0.3,2.3864918312911207,-0.013,0.131,0.003,3.491,-4.223,0.682
2023-07-21 00:30:00,x,0.1,0.6,0.35,2.3819828022410774,-0.013,0.13,0.003,3.509,-4.261,0.72
2023-07-21 00:30:00,x,0.1,0.6,0.4,2.3759359911727693,-0.013,0.128,0.003,3.525,-4.296,0.671
2023-07-21 00:30:00,x,0.1,0.6,0.45,2.3690469322629393,-0.012,0.126,0.003,3.543,-4.335,0.723
2023-07-21 00:30:00,x,0.1,0.6,0.5,2.365841641102553,-0.012,0.126,0.003,3.547,-4.344,0.728
2023-07-21 00:30:00,x,0.1,0.6,0.55,2.3573935465026534,-0.007,0.129,0.001,3.519,-4.283,0.771
2023-07-21 00:30:00,x,0.1,0.6,0.6,2.3531080261481505,-0.004,0.131,0.001,3.495,-4.231,0.823
2023-07-21 00:30:00,x,0.1,0.6,0.65,2.3473124479938465,0.004,0.134,-0.001,3.456,-4.146,0.856
2023-07-21 00:30:00,x,0.1,0.6,0.7,2.3431623253073783,0.011,0.137,-0.003,3.431,-4.092,0.887
2023-07-21 00:30:00,x,0.1,0.6,0.75,2.3405690309026412,0.018,0.138,-0.004,3.422,-4.072,0.926
2023-07-21 00:30:00,x,0.1,0.6,0.8,2.3376848361530866,0.025,0.138,-0.006,3.417,-4.062,1.046
2023-07-21 00:30:00,x,0.1,0.6,0.85,2.333932687437704,0.034,0.139,-0.008,3.413,-4.052,1.127
2023-07-21 00:30:00,x,0.1,0.6,0.9,2.3386078726346766,0.039,0.138,-0.009,3.421,-4.071,1.107
2023-07-21 00:30:00,x,0.1,0.6,0.95,2.3383249900466136,0.04,0.138,-0.01,3.421,-4.071,1.061
2023-07-21 00:30:00,x,0.15,0.6,0.0,2.3950099506438307,0.011,0.148,-0.003,3.31,-3.825,0.939
2023-07-21 00:30:00,x,0.15,0.6,0.05,2.4019688876951997,0.002,0.145,-0.001,3.343,-3.9,0.925
2023-07-21 00:30:00,x,0.15,0.6,0.1,2.4036866231224563,-0.001,0.144,-0.0,3.357,-3.929,0.939
2023-07-21 00:30:00,x,0.15,0.6,0.15,2.4044573930467488,-0.004,0.141,0.001,3.385,-3.992,0.913
2023-07-21 00:30:00,x,0.15,0.6,0.2,2.40169858509696,-0.007,0.139,0.002,3.408,-4.042,0.87
2023-07-21 00:30:00,x,0.15,0.6,0.25,2.393097655562645,-0.012,0.134,0.003,3.464,-4.165,0.764
2023-07-21 00:30:00,x,0.15,0.6,0.3,2.3867824574909626,-0.013,0.131,0.003,3.494,-4.23,0.695
2023-07-21 00:30:00,x,0.15,0.6,0.35,2.3833646862901783,-0.014,0.129,0.003,3.517,-4.277,0.692
2023-07-21 00:30:00,x,0.15,0.6,0.4,2.379669845854997,-0.013,0.128,0.003,3.528,-4.302,0.725
2023-07-21 00:30:00,x,0.15,0.6,0.45,2.371963248515009,-0.012,0.126,0.003,3.548,-4.346,0.753
2023-07-21 00:30:00,x,0.15,0.6,0.5,2.3672328845616386,-0.012,0.126,0.003,3.552,-4.353,0.758
2023-07-21 00:30:00,x,0.15,0.6,0.55,2.3598658249991544,-0.008,0.128,0.002,3.53,-4.308,0.783
2023-07-21 00:30:00,x,0.15,0.6,0.6,2.3543869900637433,-0.003,0.131,0.0,3.493,-4.227,0.827
2023-07-21 00:30:00,x,0.15,0.6,0.65,2.3493416467518955,0.004,0.134,-0.001,3.463,-4.161,0.872
2023-07-21 00:30:00,x,0.15,0.6,0.7,2.346781188909013,0.011,0.135,-0.003,3.444,-4.122,0.917
2023-07-21 00:30:00,x,0.15,0.6,0.75,2.341980264808785,0.019,0.137,-0.004,3.424,-4.078,0.934
2023-07-21 00:30:00,x,0.15,0.6,0.8,2.3406978749068803,0.026,0.138,-0.006,3.425,-4.079,1.021
2023-07-21 00:30:00,x,0.15,0.6,0.85,2.338856736598275,0.036,0.138,-0.009,3.42,-4.068,1.115
2023-07-21 00:30:00,x,0.15,0.6,0.9,2.3435759766503326,0.041,0.137,-0.01,3.431,-4.093,1.118
2023-07-21 00:30:00,x,0.15,0.6,0.95,2.349574728015975,0.044,0.136,-0.01,3.445,-4.123,1.127
2023-07-21 00:30:00,x,0.2,0.6,0.0,2.3966752404530856,0.014,0.148,-0.004,3.317,-3.84,0.861
2023-07-21 00:30:00,x,0.2,0.6,0.05,2.3994141053637703,0.011,0.147,-0.003,3.329,-3.868,0.892
2023-07-21 00:30:00,x,0.2,0.6,0.1,2.402288901233146,0.007,0.145,-0.002,3.346,-3.905,0.845
2023-07-21 00:30:00,x,0.2,0.6,0.15,2.402847499317579,0.002,0.143,-0.001,3.37,-3.959,0.819
2023-07-21 00:30:00,x,0.2,0.6,0.2,2.4003272666010043,-0.006,0.139,0.001,3.409,-4.044,0.868
2023-07-21 00:30:00,x,0.2,0.6,0.25,2.392422575353159,-0.008,0.134,0.002,3.461,-4.158,0.798
2023-07-21 00:30:00,x,0.2,0.6,0.3,2.387092482037253,-0.011,0.131,0.003,3.497,-4.235,0.737
2023-07-21 00:30:00,x,0.2,0.6,0.35,2.384860362627489,-0.013,0.129,0.003,3.517,-4.277,0.65
2023-07-21 00:30:00,x,0.2,0.6,0.4,2.383053785970195,-0.013,0.128,0.003,3.53,-4.305,0.693
2023-07-21 00:30:00,x,0.2,0.6,0.45,2.3764364272842657,-0.012,0.126,0.003,3.55,-4.349,0.736
2023-07-21 00:30:00,x,0.2,0.6,0.5,2.3702039588190438,-0.011,0.125,0.002,3.556,-4.362,0.749
2023-07-21 00:30:00,x,0.2,0.6,0.55,2.3649091640176336,-0.007,0.126,0.001,3.547,-4.343,0.77
2023-07-21 00:30:00,x,0.2,0.6,0.6,2.3589850260417284,0.0,0.13,-0.0,3.5,-4.241,0.809
2023-07-21 00:30:00,x,0.2,0.6,0.65,2.3576051914557987,0.008,0.132,-0.002,3.481,-4.202,0.834
