date,Time,x_(m),y_(m),z_(m),res,res25,del_log_res25,tempC,swc,del_swc,pF,logK_cmd,cov,res_sd,res25_sd,del_log_res25_sd,tempC_sd,swc_sd,del_swc_sd,pF_sd,logK_cmd_sd,cov_sd,log_res25
2022_01_21_07_30,2022-01-21 07:30:00,2.35,0.6,0.4,97.231,69.996,-0.001,10.257,0.353,0.001,1.934,-0.928,2.153,1.159,1.159,0.003,0.044,0.039,0.002,0.287,0.45,0.188,1.8450732224776403
2022_01_21_07_30,2022-01-21 07:30:00,2.35,0.6,0.45,90.668,65.356,-0.001,10.307,0.365,0.001,1.83,-0.778,2.156,1.15,1.149,0.003,0.047,0.037,0.002,0.322,0.445,0.176,1.8152854641013634
2022_01_21_07_30,2022-01-21 07:30:00,2.35,0.6,0.5,83.822,60.507,-0.002,10.361,0.379,0.001,1.689,-0.599,2.159,1.129,1.129,0.003,0.043,0.033,0.002,0.368,0.424,0.169,1.7818056206940485
2022_01_21_07_30,2022-01-21 07:30:00,2.35,0.6,0.55,76.15,55.061,-0.002,10.425,0.394,0.001,1.5,-0.386,2.151,1.115,1.114,0.003,0.037,0.027,0.002,0.392,0.387,0.16,1.7408440946442734
2022_01_21_07_30,2022-01-21 07:30:00,2.35,0.6,0.6,71.024,51.421,-0.002,10.474,0.403,0.001,1.401,-0.262,2.13,1.095,1.095,0.003,0.036,0.02,0.002,0.325,0.309,0.153,1.7111405182473114
2022_01_21_07_30,2022-01-21 07:30:00,2.35,0.6,0.65,68.329,49.514,-0.002,10.507,0.407,0.001,1.371,-0.217,2.12,1.077,1.077,0.003,0.03,0.015,0.002,0.274,0.251,0.159,1.6947280123293949
2022_01_21_07_30,2022-01-21 07:30:00,2.35,0.6,0.7,66.51,48.226,-0.003,10.532,0.409,0.001,1.345,-0.186,2.123,1.068,1.068,0.004,0.024,0.013,0.002,0.242,0.22,0.172,1.6832812418105654
2022_01_21_07_30,2022-01-21 07:30:00,2.35,0.6,0.75,64.851,47.041,-0.003,10.546,0.412,0.001,1.293,-0.133,2.124,1.057,1.057,0.004,0.011,0.01,0.002,0.2,0.176,0.189,1.67247654542067
2022_01_21_07_30,2022-01-21 07:30:00,2.35,0.6,0.8,63.166,45.823,-0.003,10.55,0.416,0.001,1.209,-0.059,2.176,1.047,1.047,0.004,0.002,0.006,0.001,0.138,0.112,0.26,1.6610835187424084
2022_01_21_07_30,2022-01-21 07:30:00,2.35,0.6,0.85,62.484,45.329,-0.004,10.55,0.417,0.0,1.178,-0.034,2.247,1.044,1.044,0.005,0.0,0.004,0.001,0.105,0.082,0.323,1.6563761382232072
2022_01_21_07_30,2022-01-21 07:30:00,2.35,0.6,0.9,62.269,45.173,-0.004,10.55,0.418,0.0,1.173,-0.031,2.272,1.046,1.046,0.005,0.0,0.004,0.001,0.101,0.081,0.333,1.6548789336028293
2022_01_21_07_30,2022-01-21 07:30:00,2.35,0.6,0.95,62.195,45.12,-0.004,10.55,0.418,0.0,1.17,-0.029,2.271,1.046,1.046,0.005,0.0,0.004,0.001,0.1,0.081,0.305,1.654369090975286
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.0,149.356,100.186,-0.001,7.674,0.314,0.001,2.165,-1.36,2.313,1.211,1.21,0.008,0.216,0.05,0.004,0.344,0.582,0.306,2.0008070374239884
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.05,148.534,101.644,0.001,8.394,0.31,-0.0,2.197,-1.416,2.312,1.212,1.211,0.008,0.829,0.049,0.004,0.333,0.577,0.357,2.0070817475210467
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.1,146.905,102.346,0.002,9.043,0.306,-0.001,2.225,-1.463,2.298,1.21,1.209,0.008,0.738,0.048,0.005,0.315,0.562,0.38,2.0100708737510957
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.15,145.111,102.319,0.003,9.482,0.301,-0.002,2.256,-1.519,2.27,1.209,1.209,0.008,0.436,0.048,0.005,0.303,0.559,0.38,2.009956286976812
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.2,140.08,99.427,0.003,9.726,0.3,-0.002,2.267,-1.534,2.209,1.203,1.203,0.008,0.207,0.046,0.005,0.282,0.536,0.337,1.9975043356924942
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.25,126.184,90.212,0.003,9.996,0.309,-0.002,2.218,-1.428,2.138,1.201,1.2,0.007,0.15,0.044,0.005,0.26,0.504,0.256,1.9552643112353827
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.3,115.156,82.711,0.003,10.171,0.321,-0.001,2.149,-1.295,2.135,1.195,1.194,0.006,0.107,0.043,0.004,0.259,0.492,0.202,1.9175632716035345
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.35,107.653,77.531,0.002,10.274,0.331,-0.001,2.083,-1.177,2.155,1.189,1.188,0.006,0.092,0.043,0.004,0.269,0.491,0.187,1.8894753855647752
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.4,100.67,72.677,0.002,10.365,0.343,-0.001,2.006,-1.047,2.167,1.181,1.18,0.006,0.089,0.042,0.004,0.29,0.488,0.175,1.861396991966543
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.45,93.666,67.794,0.002,10.463,0.355,-0.001,1.91,-0.901,2.168,1.172,1.17,0.006,0.092,0.041,0.004,0.324,0.482,0.165,1.8311912590263901
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.5,86.377,62.688,0.003,10.566,0.369,-0.002,1.785,-0.728,2.168,1.149,1.148,0.006,0.08,0.037,0.004,0.364,0.459,0.159,1.7971844143146423
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.55,78.024,56.78,0.003,10.67,0.385,-0.002,1.605,-0.51,2.158,1.139,1.138,0.007,0.055,0.032,0.005,0.399,0.434,0.152,1.7541953881898384
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.6,72.317,52.725,0.004,10.741,0.396,-0.002,1.501,-0.368,2.137,1.115,1.115,0.009,0.051,0.025,0.005,0.343,0.354,0.147,1.722016588411524
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.65,69.284,50.577,0.004,10.789,0.401,-0.002,1.453,-0.305,2.127,1.093,1.092,0.01,0.043,0.019,0.005,0.304,0.298,0.153,1.7039530653783832
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.7,67.211,49.108,0.004,10.824,0.404,-0.002,1.419,-0.261,2.13,1.082,1.081,0.01,0.034,0.017,0.005,0.272,0.263,0.166,1.6911522471706817
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.75,65.199,47.663,0.005,10.845,0.409,-0.002,1.353,-0.192,2.132,1.07,1.07,0.011,0.015,0.013,0.004,0.237,0.222,0.183,1.6781813741925997
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.8,62.992,46.056,0.005,10.85,0.414,-0.001,1.241,-0.089,2.186,1.056,1.056,0.012,0.003,0.009,0.003,0.178,0.157,0.255,1.6632862164470776
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.85,61.989,45.323,0.006,10.85,0.417,-0.001,1.19,-0.046,2.257,1.047,1.047,0.013,0.0,0.006,0.002,0.134,0.113,0.319,1.6563186487713424
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.9,61.594,45.035,0.006,10.85,0.417,-0.001,1.18,-0.038,2.284,1.048,1.048,0.013,0.0,0.005,0.002,0.123,0.103,0.332,1.653550167079776
2022_01_26_07_30,2022-01-26 07:30:00,2.35,0.6,0.95,61.472,44.945,0.006,10.85,0.417,-0.001,1.176,-0.035,2.282,1.048,1.048,0.013,0.0,0.005,0.002,0.12,0.102,0.304,1.6526813847635742
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.0,177.247,121.664,0.019,8.495,0.268,-0.011,2.46,-1.92,2.32,1.199,1.198,0.03,0.078,0.04,0.018,0.231,0.491,0.301,2.0851620908493302
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.05,175.918,121.655,0.017,8.767,0.267,-0.01,2.466,-1.933,2.319,1.2,1.199,0.029,0.312,0.04,0.018,0.229,0.49,0.354,2.0851299630636753
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.1,173.532,120.821,0.015,9.014,0.267,-0.008,2.469,-1.939,2.304,1.2,1.199,0.028,0.284,0.039,0.017,0.225,0.483,0.379,2.0821424259364423
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.15,170.614,119.381,0.013,9.196,0.265,-0.007,2.478,-1.958,2.277,1.201,1.2,0.027,0.177,0.039,0.016,0.229,0.493,0.381,2.0769352124570037
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.2,163.488,114.784,0.011,9.321,0.267,-0.006,2.47,-1.94,2.217,1.196,1.195,0.025,0.104,0.039,0.015,0.225,0.485,0.339,2.0598813549958725
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.25,144.855,102.147,0.008,9.483,0.28,-0.004,2.394,-1.78,2.142,1.209,1.208,0.022,0.091,0.041,0.013,0.235,0.494,0.255,2.0092256161708355
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.3,130.311,92.159,0.005,9.591,0.294,-0.003,2.308,-1.605,2.136,1.212,1.211,0.019,0.069,0.043,0.011,0.253,0.51,0.199,1.9645377536568482
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.35,120.535,85.399,0.003,9.658,0.307,-0.002,2.231,-1.458,2.155,1.209,1.208,0.018,0.061,0.045,0.011,0.275,0.521,0.184,1.9314527852437517
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.4,111.582,79.183,0.002,9.718,0.32,-0.002,2.144,-1.303,2.166,1.203,1.202,0.018,0.059,0.046,0.011,0.304,0.528,0.172,1.8986319518082582
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.45,102.609,72.944,0.001,9.784,0.335,-0.001,2.028,-1.124,2.165,1.197,1.197,0.018,0.062,0.046,0.011,0.378,0.547,0.162,1.862989574857887
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.5,93.259,66.429,0.001,9.859,0.352,-0.001,1.876,-0.911,2.163,1.181,1.18,0.018,0.061,0.043,0.011,0.454,0.548,0.156,1.822357714766542
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.55,82.542,58.944,0.001,9.953,0.373,-0.0,1.677,-0.645,2.149,1.178,1.177,0.018,0.057,0.039,0.011,0.484,0.527,0.15,1.7704396041807362
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.6,75.249,53.846,0.001,10.03,0.387,-0.0,1.555,-0.466,2.126,1.162,1.161,0.017,0.056,0.032,0.011,0.423,0.45,0.145,1.7311534468642706
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.65,71.365,51.138,0.002,10.083,0.394,-0.001,1.498,-0.381,2.115,1.142,1.141,0.017,0.047,0.026,0.01,0.374,0.388,0.152,1.7087437388262419
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.7,68.608,49.213,0.003,10.121,0.399,-0.002,1.451,-0.318,2.119,1.131,1.131,0.018,0.037,0.023,0.01,0.338,0.348,0.163,1.692079840216632
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.75,65.783,47.215,0.003,10.144,0.404,-0.002,1.385,-0.242,2.122,1.125,1.125,0.019,0.017,0.02,0.01,0.301,0.304,0.177,1.67407999402218
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.8,62.538,44.893,0.005,10.15,0.41,-0.003,1.292,-0.149,2.176,1.127,1.127,0.023,0.003,0.016,0.009,0.258,0.257,0.246,1.6521786283446642
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.85,61.228,43.953,0.007,10.15,0.412,-0.003,1.256,-0.116,2.248,1.129,1.129,0.027,0.0,0.016,0.009,0.239,0.242,0.31,1.6429885230726058
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.9,60.809,43.652,0.008,10.15,0.412,-0.004,1.255,-0.119,2.272,1.14,1.14,0.029,0.0,0.017,0.01,0.249,0.26,0.321,1.6400041465310609
2022_02_06_07_30,2022-02-06 07:30:00,2.35,0.6,0.95,60.673,43.554,0.009,10.15,0.411,-0.004,1.255,-0.121,2.269,1.145,1.145,0.03,0.0,0.018,0.01,0.255,0.269,0.292,1.6390280467869414
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.0,161.169,121.41,-0.005,12.016,0.269,0.003,2.455,-1.912,2.288,1.22,1.22,0.015,0.028,0.044,0.008,0.253,0.541,0.282,2.084254459111229
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.05,159.712,120.588,-0.004,12.107,0.27,0.002,2.452,-1.906,2.287,1.221,1.221,0.015,0.104,0.044,0.008,0.252,0.538,0.34,2.0813040922727866
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.1,157.154,118.888,-0.002,12.185,0.271,0.001,2.447,-1.893,2.272,1.219,1.219,0.014,0.089,0.043,0.008,0.248,0.53,0.369,2.075138021172199
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.15,153.923,116.562,-0.001,12.225,0.271,0.0,2.445,-1.891,2.244,1.219,1.219,0.014,0.048,0.043,0.007,0.251,0.536,0.374,2.0665569905593943
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.2,146.649,111.061,-0.001,12.228,0.274,0.0,2.425,-1.848,2.184,1.213,1.213,0.013,0.018,0.043,0.007,0.249,0.526,0.331,2.0455615795680866
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.25,129.046,97.693,-0.002,12.213,0.29,0.001,2.331,-1.654,2.108,1.212,1.212,0.011,0.01,0.043,0.006,0.261,0.516,0.241,1.9898634463156457
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.3,115.814,87.678,-0.002,12.214,0.306,0.001,2.235,-1.464,2.1,1.205,1.205,0.01,0.014,0.043,0.006,0.27,0.506,0.178,1.942890634675076
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.35,107.156,81.154,-0.002,12.229,0.319,0.001,2.154,-1.312,2.119,1.193,1.193,0.011,0.018,0.043,0.006,0.283,0.497,0.159,1.909309930633169
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.4,99.565,75.441,-0.001,12.248,0.332,0.001,2.071,-1.164,2.129,1.181,1.181,0.011,0.02,0.042,0.007,0.293,0.484,0.143,1.8776074365108668
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.45,92.267,69.951,-0.001,12.27,0.346,0.0,1.974,-1.006,2.128,1.169,1.169,0.012,0.023,0.04,0.008,0.323,0.475,0.129,1.844793927425096
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.5,85.141,64.598,0.0,12.301,0.359,-0.0,1.857,-0.837,2.125,1.151,1.151,0.013,0.029,0.037,0.008,0.365,0.46,0.12,1.8102190721373483
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.55,77.313,58.742,0.002,12.357,0.375,-0.001,1.706,-0.64,2.106,1.151,1.15,0.014,0.04,0.035,0.009,0.404,0.457,0.117,1.7689487289449894
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.6,72.265,54.982,0.004,12.413,0.384,-0.003,1.622,-0.526,2.076,1.146,1.145,0.014,0.041,0.031,0.009,0.386,0.43,0.113,1.7402205334915515
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.65,69.842,53.19,0.006,12.451,0.386,-0.003,1.607,-0.5,2.059,1.138,1.138,0.015,0.034,0.029,0.009,0.365,0.403,0.121,1.7258299903205803
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.7,68.424,52.146,0.007,12.479,0.386,-0.004,1.604,-0.493,2.052,1.141,1.14,0.015,0.027,0.029,0.008,0.358,0.402,0.139,1.7172210003070678
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.75,67.168,51.21,0.009,12.496,0.388,-0.005,1.589,-0.475,2.04,1.147,1.147,0.017,0.012,0.029,0.009,0.354,0.404,0.161,1.709354775834396
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.8,66.248,50.514,0.012,12.5,0.388,-0.005,1.571,-0.46,2.079,1.166,1.166,0.021,0.002,0.031,0.01,0.367,0.425,0.236,1.703411759903079
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.85,66.197,50.475,0.013,12.5,0.388,-0.006,1.571,-0.468,2.146,1.184,1.184,0.023,0.0,0.033,0.011,0.381,0.451,0.302,1.7030763276156768
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.9,66.29,50.546,0.014,12.5,0.387,-0.006,1.575,-0.478,2.171,1.195,1.195,0.024,0.0,0.035,0.011,0.391,0.469,0.309,1.7036867930296447
2022_02_11_07_30,2022-02-11 07:30:00,2.35,0.6,0.95,66.37,50.607,0.014,12.5,0.386,-0.006,1.576,-0.481,2.172,1.198,1.198,0.024,0.0,0.036,0.011,0.396,0.477,0.278,1.7042105929487277
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.0,164.531,116.527,0.012,9.645,0.279,-0.006,2.397,-1.796,2.241,1.252,1.251,0.017,0.247,0.05,0.009,0.296,0.618,0.296,2.066426565640322
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.05,162.876,117.996,0.009,10.511,0.275,-0.004,2.421,-1.845,2.241,1.253,1.251,0.017,0.994,0.049,0.009,0.29,0.612,0.355,2.071867285209753
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.1,160.16,118.418,0.007,11.293,0.272,-0.003,2.439,-1.88,2.227,1.25,1.248,0.017,0.894,0.047,0.009,0.281,0.598,0.383,2.0734177218675933
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.15,156.595,117.456,0.005,11.849,0.27,-0.003,2.454,-1.911,2.2,1.246,1.245,0.017,0.545,0.047,0.009,0.278,0.598,0.39,2.0698752067273762
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.2,148.721,112.548,0.004,12.2,0.272,-0.002,2.442,-1.884,2.139,1.237,1.236,0.017,0.293,0.046,0.009,0.269,0.577,0.35,2.0513377819071184
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.25,130.348,99.706,0.004,12.628,0.286,-0.002,2.359,-1.712,2.061,1.232,1.23,0.016,0.238,0.045,0.008,0.265,0.552,0.262,1.9987212936023913
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.3,116.939,90.068,0.005,12.906,0.3,-0.002,2.273,-1.539,2.051,1.225,1.223,0.015,0.17,0.046,0.009,0.275,0.546,0.201,1.954570519148693
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.35,108.308,83.752,0.005,13.067,0.312,-0.003,2.2,-1.401,2.067,1.217,1.215,0.015,0.143,0.047,0.009,0.289,0.546,0.184,1.9229951867965576
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.4,100.795,78.213,0.006,13.209,0.323,-0.003,2.122,-1.265,2.075,1.208,1.207,0.015,0.138,0.047,0.009,0.316,0.548,0.17,1.8932789443518472
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.45,93.806,73.061,0.007,13.361,0.335,-0.004,2.038,-1.13,2.072,1.201,1.199,0.015,0.142,0.047,0.009,0.355,0.553,0.16,1.863685612188925
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.5,87.416,68.34,0.008,13.515,0.345,-0.005,1.952,-1.002,2.067,1.193,1.192,0.015,0.116,0.046,0.009,0.394,0.56,0.156,1.834674974462744
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.55,80.609,63.226,0.01,13.65,0.357,-0.006,1.848,-0.859,2.048,1.202,1.201,0.015,0.065,0.047,0.009,0.434,0.578,0.154,1.8008957069930722
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.6,76.567,60.172,0.012,13.73,0.362,-0.006,1.798,-0.787,2.015,1.207,1.206,0.016,0.056,0.047,0.009,0.435,0.581,0.151,1.7793944468336624
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.65,74.876,58.918,0.012,13.783,0.362,-0.006,1.798,-0.785,1.995,1.207,1.207,0.017,0.047,0.046,0.01,0.428,0.575,0.161,1.7702479960846127
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.7,74.178,58.423,0.013,13.821,0.361,-0.007,1.815,-0.806,1.983,1.217,1.217,0.019,0.037,0.047,0.011,0.422,0.58,0.178,1.7665838540752892
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.75,73.695,58.074,0.014,13.844,0.36,-0.007,1.826,-0.82,1.965,1.227,1.227,0.022,0.017,0.047,0.012,0.417,0.584,0.199,1.7639817402420357
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.8,74.209,58.488,0.015,13.85,0.356,-0.008,1.854,-0.864,1.998,1.254,1.254,0.028,0.003,0.049,0.015,0.42,0.604,0.265,1.7670667708963304
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.85,74.918,59.047,0.015,13.85,0.353,-0.008,1.876,-0.901,2.064,1.272,1.272,0.033,0.0,0.05,0.016,0.428,0.62,0.322,1.7711978373171384
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.9,75.337,59.376,0.015,13.85,0.351,-0.008,1.888,-0.921,2.089,1.28,1.28,0.037,0.0,0.051,0.018,0.431,0.628,0.324,1.773610937004708
2022_02_16_07_30,2022-02-16 07:30:00,2.35,0.6,0.95,75.587,59.574,0.015,13.85,0.35,-0.008,1.894,-0.931,2.091,1.282,1.282,0.039,0.0,0.051,0.019,0.43,0.629,0.294,1.7750567610793098
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.0,175.592,119.674,-0.015,8.241,0.274,0.008,2.426,-1.866,2.203,1.261,1.259,0.023,0.329,0.051,0.013,0.319,0.641,0.293,2.0779998071897383
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.05,173.739,122.049,-0.007,9.364,0.268,0.004,2.46,-1.935,2.205,1.259,1.257,0.023,1.288,0.05,0.013,0.306,0.63,0.352,2.086534225406128
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.1,170.905,123.341,0.0,10.37,0.264,0.001,2.489,-1.99,2.194,1.253,1.252,0.022,1.15,0.048,0.012,0.289,0.609,0.382,2.0911074651922914
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.15,167.032,122.763,0.005,11.057,0.261,-0.002,2.509,-2.031,2.167,1.246,1.246,0.02,0.681,0.046,0.011,0.28,0.6,0.388,2.0890674928872377
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.2,158.689,117.814,0.007,11.445,0.262,-0.003,2.5,-2.009,2.109,1.234,1.233,0.018,0.327,0.044,0.009,0.264,0.569,0.349,2.071196901329501
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.25,139.515,104.721,0.008,11.875,0.275,-0.004,2.425,-1.847,2.029,1.228,1.226,0.015,0.235,0.043,0.007,0.255,0.538,0.257,2.0200337807200133
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.3,125.466,94.792,0.009,12.133,0.288,-0.004,2.346,-1.684,2.013,1.223,1.221,0.016,0.145,0.044,0.008,0.261,0.534,0.194,1.976771686468227
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.35,116.497,88.299,0.009,12.261,0.299,-0.005,2.28,-1.555,2.025,1.219,1.218,0.018,0.107,0.046,0.009,0.275,0.542,0.176,1.9459557851524143
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.4,108.622,82.542,0.01,12.363,0.31,-0.005,2.211,-1.426,2.03,1.219,1.218,0.019,0.099,0.048,0.01,0.297,0.557,0.162,1.9166749876628018
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.45,101.184,77.099,0.01,12.472,0.321,-0.005,2.132,-1.294,2.023,1.223,1.222,0.02,0.101,0.05,0.011,0.345,0.585,0.151,1.8870487451417695
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.5,94.35,72.092,0.011,12.584,0.332,-0.006,2.045,-1.163,2.015,1.228,1.227,0.02,0.085,0.052,0.011,0.404,0.622,0.144,1.8578870740311968
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.55,86.873,66.549,0.012,12.687,0.344,-0.007,1.93,-1.008,1.994,1.245,1.245,0.02,0.051,0.054,0.011,0.47,0.667,0.14,1.8231415339242198
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.6,82.648,63.415,0.013,12.752,0.349,-0.007,1.885,-0.938,1.959,1.257,1.256,0.022,0.046,0.055,0.011,0.471,0.676,0.134,1.8021919967889428
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.65,80.895,62.137,0.014,12.795,0.35,-0.008,1.885,-0.934,1.938,1.258,1.258,0.025,0.038,0.054,0.012,0.461,0.668,0.143,1.793350281508317
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.7,80.259,61.695,0.016,12.826,0.348,-0.008,1.896,-0.949,1.925,1.269,1.269,0.028,0.03,0.055,0.014,0.46,0.679,0.158,1.7902499685648563
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.75,79.657,61.261,0.017,12.845,0.348,-0.008,1.9,-0.954,1.907,1.278,1.278,0.032,0.014,0.056,0.016,0.456,0.683,0.176,1.7871840817773978
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.8,80.161,61.655,0.019,12.85,0.345,-0.008,1.92,-0.988,1.938,1.3,1.3,0.042,0.003,0.057,0.02,0.464,0.706,0.245,1.789968302089217
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.85,81.14,62.409,0.02,12.85,0.342,-0.009,1.942,-1.028,2.0,1.32,1.32,0.05,0.0,0.059,0.023,0.475,0.731,0.302,1.7952472237928472
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.9,81.69,62.832,0.021,12.85,0.34,-0.009,1.955,-1.05,2.024,1.326,1.326,0.056,0.0,0.059,0.026,0.474,0.736,0.306,1.7981808839263431
2022_02_21_07_30,2022-02-21 07:30:00,2.35,0.6,0.95,82.075,63.128,0.022,12.85,0.339,-0.009,1.964,-1.063,2.024,1.33,1.33,0.058,0.0,0.059,0.027,0.474,0.74,0.274,1.800222030374038
2022_02_26_07_30,2022-02-26 07:30:00,2.35,0.6,0.0,203.066,133.735,0.006,7.031,0.249,-0.003,2.578,-2.175,2.13,1.228,1.227,0.018,0.14,0.04,0.009,0.248,0.55,0.302,2.1262450820386847
2022_02_26_07_30,2022-02-26 07:30:00,2.35,0.6,0.05,200.861,134.104,0.002,7.512,0.247,-0.001,2.587,-2.196,2.134,1.227,1.225,0.018,0.554,0.039,0.009,0.243,0.542,0.362,2.1274417320053605
2022_02_26_07_30,2022-02-26 07:30:00,2.35,0.6,0.1,197.301,133.371,-0.001,7.95,0.247,0.0,2.592,-2.206,2.125,1.225,1.223,0.018,0.501,0.038,0.009,0.238,0.531,0.391,2.1250614074729937
2022_02_26_07_30,2022-02-26 07:30:00,2.35,0.6,0.15,192.594,131.35,-0.003,8.265,0.246,0.001,2.597,-2.216,2.101,1.218,1.217,0.018,0.308,0.037,0.008,0.235,0.524,0.397,2.118430077122089
